interaction,target,horizon,thirds,min_n,lifts,chronologically_stable
donchian_center_and_falling_rv,range_breached,1H,3,263,"0.0327,0.0069,0.0153",True
donchian_center_and_falling_rv,range_breached,24H,3,263,"0.0456,0.0335,0.0256",True
donchian_center_and_falling_rv,range_breached,2H,3,263,"0.0306,0.0295,0.0262",True
donchian_center_and_falling_rv,range_breached,4H,3,263,"0.0263,0.0176,0.0341",True
donchian_center_and_falling_rv,range_breached,8H,3,263,"0.0363,0.0252,0.0259",True
donchian_center_and_falling_rv,range_held,12H,3,263,"-0.0299,-0.0305,-0.0274",True
donchian_center_and_falling_rv,range_held,1H,3,263,"-0.0327,-0.0069,-0.0153",True
donchian_center_and_falling_rv,range_held,24H,3,263,"-0.0456,-0.0335,-0.0256",True
donchian_center_and_falling_rv,range_held,2H,3,263,"-0.0306,-0.0295,-0.0262",True
donchian_center_and_falling_rv,range_held,4H,3,263,"-0.0263,-0.0176,-0.0341",True
donchian_center_and_falling_rv,range_held,8H,3,263,"-0.0363,-0.0252,-0.0259",True
donchian_center_and_falling_rv,realized_over_range_width_ge_1,12H,3,263,"0.0832,0.0329,0.0541",True
donchian_center_and_falling_rv,realized_over_range_width_ge_1,1H,3,263,"0.0473,0.0219,0.0449",True
donchian_center_and_falling_rv,realized_over_range_width_ge_1,24H,3,263,"0.0876,0.0771,0.0739",True
donchian_center_and_falling_rv,realized_over_range_width_ge_1,2H,3,263,"0.0372,0.0502,0.0622",True
donchian_center_and_falling_rv,realized_over_range_width_ge_1,4H,3,263,"0.0538,0.0459,0.0699",True
donchian_center_and_falling_rv,realized_over_range_width_ge_1,8H,3,263,"0.0689,0.0319,0.0351",True
donchian_center_and_falling_rv,trend_efficiency_high,12H,3,263,"0.0410,-0.0315,0.0739",False
donchian_center_and_falling_rv,trend_efficiency_high,1H,3,263,"-0.0486,-0.0497,0.0081",False
donchian_center_and_falling_rv,trend_efficiency_high,24H,3,263,"0.0225,-0.0058,0.0233",False
donchian_center_and_falling_rv,trend_efficiency_high,2H,3,263,"-0.0256,-0.0426,0.0352",False
donchian_center_and_falling_rv,trend_efficiency_high,4H,3,263,"0.0173,-0.0436,0.0224",False
donchian_center_and_falling_rv,trend_efficiency_high,8H,3,263,"0.0532,-0.0117,0.0917",False
donchian_center_and_falling_rv,upside_breakout_occurred,12H,3,263,"0.0468,0.0810,0.1385",True
donchian_center_and_falling_rv,upside_breakout_occurred,1H,3,263,"0.0390,-0.0013,0.0848",False
donchian_center_and_falling_rv,upside_breakout_occurred,24H,3,263,"0.0675,0.1021,0.1302",True
donchian_center_and_falling_rv,upside_breakout_occurred,2H,3,263,"0.0281,0.0306,0.1152",True
donchian_center_and_falling_rv,upside_breakout_occurred,4H,3,263,"0.0409,0.0484,0.1392",True
donchian_center_and_falling_rv,upside_breakout_occurred,8H,3,263,"0.0768,0.0753,0.1612",True
donchian_edge_and_rising_rv,downside_breakdown_occurred,12H,3,213,"-0.1025,-0.0738,-0.0177",True
donchian_edge_and_rising_rv,downside_breakdown_occurred,1H,3,213,"-0.0525,-0.0416,-0.0129",True
donchian_edge_and_rising_rv,downside_breakdown_occurred,24H,3,213,"-0.0931,-0.0910,-0.0390",True
donchian_edge_and_rising_rv,downside_breakdown_occurred,2H,3,213,"-0.0549,-0.0400,-0.0156",True
donchian_edge_and_rising_rv,downside_breakdown_occurred,4H,3,213,"-0.0685,-0.0264,-0.0205",True
donchian_edge_and_rising_rv,downside_breakdown_occurred,8H,3,213,"-0.0726,-0.0267,-0.0205",True
donchian_edge_and_rising_rv,fast_1atr_touch,1H,3,213,"-0.0100,-0.0203,-0.0176",True
donchian_edge_and_rising_rv,fast_1atr_touch,2H,3,213,"-0.0051,-0.0061,-0.0021",True
donchian_edge_and_rising_rv,fast_1atr_touch,4H,3,213,"0.0000,-0.0029,0.0000",True
donchian_edge_and_rising_rv,max_abs_excursion_ge_1_5_atr,12H,3,213,"-0.0040,0.0000,0.0000",True
donchian_edge_and_rising_rv,max_abs_excursion_ge_1_5_atr,1H,3,213,"-0.0507,-0.0583,-0.0524",True
donchian_edge_and_rising_rv,max_abs_excursion_ge_1_5_atr,2H,3,213,"-0.0343,-0.0284,-0.0147",True
donchian_edge_and_rising_rv,max_abs_excursion_ge_1_5_atr,4H,3,213,"-0.0124,-0.0191,-0.0057",True
donchian_edge_and_rising_rv,max_abs_excursion_ge_1_5_atr,8H,3,213,"-0.0040,-0.0037,0.0007",False
donchian_edge_and_rising_rv,one_sided_runaway,12H,3,213,"-0.0039,-0.0400,-0.0608",True
donchian_edge_and_rising_rv,one_sided_runaway,1H,3,213,"0.0323,-0.0334,-0.0044",False
donchian_edge_and_rising_rv,one_sided_runaway,24H,3,213,"-0.0412,-0.0022,-0.0155",True
donchian_edge_and_rising_rv,one_sided_runaway,2H,3,213,"0.0338,-0.0368,-0.0030",False
donchian_edge_and_rising_rv,one_sided_runaway,4H,3,213,"0.0047,-0.0276,0.0054",False
donchian_edge_and_rising_rv,one_sided_runaway,8H,3,213,"-0.0248,-0.0148,-0.0266",True
donchian_edge_and_rising_rv,oscillatory_path,12H,3,213,"-0.0197,-0.0024,0.0537",False
donchian_edge_and_rising_rv,oscillatory_path,1H,3,213,"-0.0093,0.0019,0.0393",False
donchian_edge_and_rising_rv,oscillatory_path,24H,3,213,"0.0147,-0.0321,-0.0286",False
donchian_edge_and_rising_rv,oscillatory_path,2H,3,213,"-0.0242,0.0661,0.0237",False
donchian_edge_and_rising_rv,oscillatory_path,4H,3,213,"-0.0183,0.0683,0.0031",False
donchian_edge_and_rising_rv,oscillatory_path,8H,3,213,"-0.0170,-0.0338,0.0841",False
donchian_edge_and_rising_rv,path_inside_70,12H,3,213,"0.0508,0.0451,0.0444",True
donchian_edge_and_rising_rv,path_inside_70,1H,3,213,"0.0339,0.0162,0.0133",True
donchian_edge_and_rising_rv,path_inside_70,24H,3,213,"0.0389,0.0327,0.0431",True
donchian_edge_and_rising_rv,path_inside_70,2H,3,213,"0.0396,0.0432,0.0055",True
donchian_edge_and_rising_rv,path_inside_70,4H,3,213,"0.0262,0.0431,0.0225",True
donchian_edge_and_rising_rv,path_inside_70,8H,3,213,"0.0292,0.0579,0.0252",True
donchian_edge_and_rising_rv,range_breached,12H,3,213,"-0.0508,-0.0451,-0.0444",True
donchian_edge_and_rising_rv,range_breached,1H,3,213,"-0.0339,-0.0162,-0.0133",True
donchian_edge_and_rising_rv,range_breached,24H,3,213,"-0.0389,-0.0327,-0.0431",True
donchian_edge_and_rising_rv,range_breached,2H,3,213,"-0.0396,-0.0432,-0.0055",True
donchian_edge_and_rising_rv,range_breached,4H,3,213,"-0.0262,-0.0431,-0.0225",True
donchian_edge_and_rising_rv,range_breached,8H,3,213,"-0.0292,-0.0579,-0.0252",True
donchian_edge_and_rising_rv,range_held,12H,3,213,"0.0508,0.0451,0.0444",True
donchian_edge_and_rising_rv,range_held,1H,3,213,"0.0339,0.0162,0.0133",True
donchian_edge_and_rising_rv,range_held,24H,3,213,"0.0389,0.0327,0.0431",True
donchian_edge_and_rising_rv,range_held,2H,3,213,"0.0396,0.0432,0.0055",True
donchian_edge_and_rising_rv,range_held,4H,3,213,"0.0262,0.0431,0.0225",True
donchian_edge_and_rising_rv,range_held,8H,3,213,"0.0292,0.0579,0.0252",True
donchian_edge_and_rising_rv,realized_over_range_width_ge_1,12H,3,213,"-0.1085,-0.0993,-0.1127",True
donchian_edge_and_rising_rv,realized_over_range_width_ge_1,1H,3,213,"-0.0520,-0.0419,-0.0362",True
donchian_edge_and_rising_rv,realized_over_range_width_ge_1,24H,3,213,"-0.0939,-0.0990,-0.1116",True
donchian_edge_and_rising_rv,realized_over_range_width_ge_1,2H,3,213,"-0.0347,-0.0632,-0.0560",True
donchian_edge_and_rising_rv,realized_over_range_width_ge_1,4H,3,213,"-0.0210,-0.0692,-0.0665",True
donchian_edge_and_rising_rv,realized_over_range_width_ge_1,8H,3,213,"-0.1061,-0.0790,-0.0552",True
donchian_edge_and_rising_rv,trend_efficiency_high,12H,3,213,"-0.0039,-0.0400,-0.0608",True
donchian_edge_and_rising_rv,trend_efficiency_high,1H,3,213,"0.0303,-0.0296,-0.0066",False
donchian_edge_and_rising_rv,trend_efficiency_high,24H,3,213,"-0.0412,-0.0022,-0.0155",True
donchian_edge_and_rising_rv,trend_efficiency_high,2H,3,213,"0.0338,-0.0338,-0.0038",False
donchian_edge_and_rising_rv,trend_efficiency_high,4H,3,213,"0.0047,-0.0276,0.0054",False
donchian_edge_and_rising_rv,trend_efficiency_high,8H,3,213,"-0.0248,-0.0148,-0.0266",True
donchian_edge_and_rising_rv,upside_breakout_occurred,12H,3,213,"-0.0610,-0.0998,-0.1003",True
donchian_edge_and_rising_rv,upside_breakout_occurred,1H,3,213,"0.0108,0.0188,-0.0455",False
donchian_edge_and_rising_rv,upside_breakout_occurred,24H,3,213,"-0.0170,-0.0533,-0.1127",True
donchian_edge_and_rising_rv,upside_breakout_occurred,2H,3,213,"-0.0065,-0.0147,-0.0533",True
donchian_edge_and_rising_rv,upside_breakout_occurred,4H,3,213,"-0.0417,-0.0634,-0.0639",True
donchian_edge_and_rising_rv,upside_breakout_occurred,8H,3,213,"-0.0665,-0.1133,-0.1129",True
ema_spread_high_and_rising_atr,downside_breakdown_occurred,12H,3,261,"-0.1056,-0.1226,-0.0157",True
ema_spread_high_and_rising_atr,downside_breakdown_occurred,1H,3,261,"-0.0881,-0.0656,-0.0650",True
ema_spread_high_and_rising_atr,downside_breakdown_occurred,24H,3,261,"-0.0875,-0.1048,-0.0467",True
ema_spread_high_and_rising_atr,downside_breakdown_occurred,2H,3,261,"-0.0789,-0.0756,-0.0622",True
ema_spread_high_and_rising_atr,downside_breakdown_occurred,4H,3,261,"-0.0835,-0.1161,-0.0559",True
ema_spread_high_and_rising_atr,downside_breakdown_occurred,8H,3,261,"-0.0739,-0.0995,-0.0219",True
ema_spread_high_and_rising_atr,fast_1atr_touch,1H,3,261,"-0.0385,-0.0599,-0.0137",True
ema_spread_high_and_rising_atr,fast_1atr_touch,2H,3,261,"-0.0138,-0.0269,-0.0079",True
ema_spread_high_and_rising_atr,fast_1atr_touch,4H,3,261,"0.0000,-0.0024,0.0000",True
ema_spread_high_and_rising_atr,max_abs_excursion_ge_1_5_atr,12H,3,261,"-0.0029,0.0000,0.0000",True
ema_spread_high_and_rising_atr,max_abs_excursion_ge_1_5_atr,1H,3,261,"-0.0690,-0.0906,-0.0731",True
ema_spread_high_and_rising_atr,max_abs_excursion_ge_1_5_atr,2H,3,261,"-0.0300,-0.0664,-0.0257",True
ema_spread_high_and_rising_atr,max_abs_excursion_ge_1_5_atr,4H,3,261,"-0.0080,-0.0235,-0.0072",True
ema_spread_high_and_rising_atr,max_abs_excursion_ge_1_5_atr,8H,3,261,"-0.0029,-0.0031,-0.0026",True
ema_spread_high_and_rising_atr,one_sided_runaway,12H,3,261,"-0.0224,0.0157,-0.0358",False
ema_spread_high_and_rising_atr,one_sided_runaway,1H,3,261,"0.0070,-0.0205,-0.0086",False
ema_spread_high_and_rising_atr,one_sided_runaway,24H,3,261,"-0.0337,0.0262,-0.0200",False
ema_spread_high_and_rising_atr,one_sided_runaway,2H,3,261,"0.0153,-0.0365,-0.0066",False
ema_spread_high_and_rising_atr,one_sided_runaway,4H,3,261,"-0.0282,0.0073,-0.0271",False
ema_spread_high_and_rising_atr,one_sided_runaway,8H,3,261,"-0.0173,0.0316,-0.0077",False
ema_spread_high_and_rising_atr,oscillatory_path,12H,3,261,"0.0235,-0.0159,0.0079",False
ema_spread_high_and_rising_atr,oscillatory_path,1H,3,261,"0.0472,-0.0111,-0.0067",False
ema_spread_high_and_rising_atr,oscillatory_path,24H,3,261,"-0.0238,-0.0659,-0.0364",True
ema_spread_high_and_rising_atr,oscillatory_path,2H,3,261,"0.0089,0.0368,0.0430",True
ema_spread_high_and_rising_atr,oscillatory_path,4H,3,261,"-0.0148,0.0160,0.0251",False
ema_spread_high_and_rising_atr,oscillatory_path,8H,3,261,"0.0193,-0.0463,0.0231",False
ema_spread_high_and_rising_atr,path_inside_70,12H,3,261,"0.0786,0.0618,0.0511",True
ema_spread_high_and_rising_atr,path_inside_70,1H,3,261,"0.0685,0.0432,0.0367",True
ema_spread_high_and_rising_atr,path_inside_70,24H,3,261,"0.0771,0.0472,0.0510",True
ema_spread_high_and_rising_atr,path_inside_70,2H,3,261,"0.0598,0.0626,0.0465",True
ema_spread_high_and_rising_atr,path_inside_70,4H,3,261,"0.0388,0.0669,0.0657",True
ema_spread_high_and_rising_atr,path_inside_70,8H,3,261,"0.0613,0.0555,0.0423",True
ema_spread_high_and_rising_atr,range_breached,12H,3,261,"-0.0786,-0.0618,-0.0511",True
ema_spread_high_and_rising_atr,range_breached,1H,3,261,"-0.0685,-0.0432,-0.0367",True
ema_spread_high_and_rising_atr,range_breached,24H,3,261,"-0.0771,-0.0472,-0.0510",True
ema_spread_high_and_rising_atr,range_breached,2H,3,261,"-0.0598,-0.0626,-0.0465",True
ema_spread_high_and_rising_atr,range_breached,4H,3,261,"-0.0388,-0.0669,-0.0657",True
ema_spread_high_and_rising_atr,range_breached,8H,3,261,"-0.0613,-0.0555,-0.0423",True
ema_spread_high_and_rising_atr,range_held,12H,3,261,"0.0786,0.0618,0.0511",True
ema_spread_high_and_rising_atr,range_held,1H,3,261,"0.0685,0.0432,0.0367",True
ema_spread_high_and_rising_atr,range_held,24H,3,261,"0.0771,0.0472,0.0510",True
ema_spread_high_and_rising_atr,range_held,2H,3,261,"0.0598,0.0626,0.0465",True
ema_spread_high_and_rising_atr,range_held,4H,3,261,"0.0388,0.0669,0.0657",True
ema_spread_high_and_rising_atr,range_held,8H,3,261,"0.0613,0.0555,0.0423",True
ema_spread_high_and_rising_atr,realized_over_range_width_ge_1,12H,3,261,"-0.1590,-0.1137,-0.1034",True
ema_spread_high_and_rising_atr,realized_over_range_width_ge_1,1H,3,261,"-0.1230,-0.0823,-0.0961",True
ema_spread_high_and_rising_atr,realized_over_range_width_ge_1,24H,3,261,"-0.1545,-0.0997,-0.1289",True
ema_spread_high_and_rising_atr,realized_over_range_width_ge_1,2H,3,261,"-0.1007,-0.1190,-0.1096",True
ema_spread_high_and_rising_atr,realized_over_range_width_ge_1,4H,3,261,"-0.0949,-0.1081,-0.1314",True
ema_spread_high_and_rising_atr,realized_over_range_width_ge_1,8H,3,261,"-0.1446,-0.1070,-0.0769",True
ema_spread_high_and_rising_atr,trend_efficiency_high,12H,3,261,"-0.0224,0.0157,-0.0358",False
ema_spread_high_and_rising_atr,trend_efficiency_high,1H,3,261,"0.0172,-0.0068,-0.0050",False
ema_spread_high_and_rising_atr,trend_efficiency_high,24H,3,261,"-0.0337,0.0262,-0.0200",False
ema_spread_high_and_rising_atr,trend_efficiency_high,2H,3,261,"0.0153,-0.0340,-0.0074",False
ema_spread_high_and_rising_atr,trend_efficiency_high,4H,3,261,"-0.0282,0.0073,-0.0271",False
ema_spread_high_and_rising_atr,trend_efficiency_high,8H,3,261,"-0.0173,0.0316,-0.0077",False
ema_spread_high_and_rising_atr,upside_breakout_occurred,12H,3,261,"-0.1001,-0.0819,-0.1181",True
ema_spread_high_and_rising_atr,upside_breakout_occurred,1H,3,261,"-0.0681,-0.0155,-0.0478",True
ema_spread_high_and_rising_atr,upside_breakout_occurred,24H,3,261,"-0.1009,-0.0527,-0.1372",True
ema_spread_high_and_rising_atr,upside_breakout_occurred,2H,3,261,"-0.0359,-0.0448,-0.0662",True
ema_spread_high_and_rising_atr,upside_breakout_occurred,4H,3,261,"-0.0448,-0.0574,-0.0942",True
ema_spread_high_and_rising_atr,upside_breakout_occurred,8H,3,261,"-0.1096,-0.0839,-0.1316",True
ema_spread_low_and_falling_atr,downside_breakdown_occurred,12H,3,244,"0.0569,0.1175,-0.0320",False
ema_spread_low_and_falling_atr,downside_breakdown_occurred,1H,3,244,"0.0226,0.0671,-0.0055",False
ema_spread_low_and_falling_atr,downside_breakdown_occurred,24H,3,244,"0.0349,0.0924,0.0195",True
ema_spread_low_and_falling_atr,downside_breakdown_occurred,2H,3,244,"0.0134,0.1114,0.0213",True
ema_spread_low_and_falling_atr,downside_breakdown_occurred,4H,3,244,"0.0092,0.1330,-0.0021",False
ema_spread_low_and_falling_atr,downside_breakdown_occurred,8H,3,244,"0.0560,0.1172,-0.0548",False
ema_spread_low_and_falling_atr,fast_1atr_touch,1H,3,244,"0.0192,0.0198,0.0084",True
ema_spread_low_and_falling_atr,fast_1atr_touch,2H,3,244,"0.0043,0.0114,0.0021",True
ema_spread_low_and_falling_atr,fast_1atr_touch,4H,3,244,"0.0000,0.0014,0.0000",True
ema_spread_low_and_falling_atr,max_abs_excursion_ge_1_5_atr,12H,3,244,"0.0007,0.0000,0.0000",True
ema_spread_low_and_falling_atr,max_abs_excursion_ge_1_5_atr,1H,3,244,"0.0633,0.0445,0.0241",True
ema_spread_low_and_falling_atr,max_abs_excursion_ge_1_5_atr,2H,3,244,"0.0204,0.0166,0.0198",True
ema_spread_low_and_falling_atr,max_abs_excursion_ge_1_5_atr,4H,3,244,"0.0064,0.0071,0.0029",True
ema_spread_low_and_falling_atr,max_abs_excursion_ge_1_5_atr,8H,3,244,"0.0007,0.0007,0.0007",True
ema_spread_low_and_falling_atr,one_sided_runaway,12H,3,244,"0.0495,-0.0404,0.0532",False
ema_spread_low_and_falling_atr,one_sided_runaway,1H,3,244,"-0.0273,-0.0076,-0.0296",True
ema_spread_low_and_falling_atr,one_sided_runaway,24H,3,244,"0.0273,-0.0212,0.0470",False
ema_spread_low_and_falling_atr,one_sided_runaway,2H,3,244,"-0.0367,-0.0279,0.0068",False
ema_spread_low_and_falling_atr,one_sided_runaway,4H,3,244,"0.0361,-0.0493,0.0575",False
ema_spread_low_and_falling_atr,one_sided_runaway,8H,3,244,"0.0510,-0.0283,0.0707",False
ema_spread_low_and_falling_atr,oscillatory_path,12H,3,244,"-0.0430,0.0579,-0.0635",False
ema_spread_low_and_falling_atr,oscillatory_path,1H,3,244,"0.0104,-0.0381,0.0167",False
ema_spread_low_and_falling_atr,oscillatory_path,24H,3,244,"-0.0143,0.0173,0.0338",False
ema_spread_low_and_falling_atr,oscillatory_path,2H,3,244,"0.0336,0.0033,-0.0343",False
ema_spread_low_and_falling_atr,oscillatory_path,4H,3,244,"0.0171,0.0587,-0.0621",False
ema_spread_low_and_falling_atr,oscillatory_path,8H,3,244,"0.0042,0.0677,-0.0805",False
ema_spread_low_and_falling_atr,path_inside_70,12H,3,244,"-0.0405,-0.0398,-0.0213",True
ema_spread_low_and_falling_atr,path_inside_70,1H,3,244,"-0.0397,-0.0244,-0.0096",True
ema_spread_low_and_falling_atr,path_inside_70,24H,3,244,"-0.0456,-0.0350,-0.0292",True
ema_spread_low_and_falling_atr,path_inside_70,2H,3,244,"-0.0339,-0.0198,-0.0251",True
ema_spread_low_and_falling_atr,path_inside_70,4H,3,244,"-0.0296,-0.0196,-0.0294",True
ema_spread_low_and_falling_atr,path_inside_70,8H,3,244,"-0.0360,-0.0269,-0.0314",True
ema_spread_low_and_falling_atr,range_breached,12H,3,244,"0.0405,0.0398,0.0213",True
ema_spread_low_and_falling_atr,range_breached,1H,3,244,"0.0397,0.0244,0.0096",True
ema_spread_low_and_falling_atr,range_breached,24H,3,244,"0.0456,0.0350,0.0292",True
ema_spread_low_and_falling_atr,range_breached,2H,3,244,"0.0339,0.0198,0.0251",True
ema_spread_low_and_falling_atr,range_breached,4H,3,244,"0.0296,0.0196,0.0294",True
ema_spread_low_and_falling_atr,range_breached,8H,3,244,"0.0360,0.0269,0.0314",True
ema_spread_low_and_falling_atr,range_held,12H,3,244,"-0.0405,-0.0398,-0.0213",True
ema_spread_low_and_falling_atr,range_held,1H,3,244,"-0.0397,-0.0244,-0.0096",True
ema_spread_low_and_falling_atr,range_held,24H,3,244,"-0.0456,-0.0350,-0.0292",True
ema_spread_low_and_falling_atr,range_held,2H,3,244,"-0.0339,-0.0198,-0.0251",True
ema_spread_low_and_falling_atr,range_held,4H,3,244,"-0.0296,-0.0196,-0.0294",True
ema_spread_low_and_falling_atr,range_held,8H,3,244,"-0.0360,-0.0269,-0.0314",True
ema_spread_low_and_falling_atr,realized_over_range_width_ge_1,12H,3,244,"0.0969,0.0600,0.0464",True
ema_spread_low_and_falling_atr,realized_over_range_width_ge_1,1H,3,244,"0.0782,0.0423,0.0416",True
ema_spread_low_and_falling_atr,realized_over_range_width_ge_1,24H,3,244,"0.0944,0.0881,0.0725",True
ema_spread_low_and_falling_atr,realized_over_range_width_ge_1,2H,3,244,"0.0568,0.0516,0.0595",True
ema_spread_low_and_falling_atr,realized_over_range_width_ge_1,4H,3,244,"0.0591,0.0710,0.0705",True
ema_spread_low_and_falling_atr,realized_over_range_width_ge_1,8H,3,244,"0.0821,0.0792,0.0409",True
ema_spread_low_and_falling_atr,trend_efficiency_high,12H,3,244,"0.0495,-0.0404,0.0532",False
ema_spread_low_and_falling_atr,trend_efficiency_high,1H,3,244,"-0.0350,-0.0128,-0.0320",True
ema_spread_low_and_falling_atr,trend_efficiency_high,24H,3,244,"0.0273,-0.0212,0.0470",False
ema_spread_low_and_falling_atr,trend_efficiency_high,2H,3,244,"-0.0367,-0.0293,0.0061",False
ema_spread_low_and_falling_atr,trend_efficiency_high,4H,3,244,"0.0361,-0.0493,0.0575",False
ema_spread_low_and_falling_atr,trend_efficiency_high,8H,3,244,"0.0510,-0.0283,0.0707",False
ema_spread_low_and_falling_atr,upside_breakout_occurred,12H,3,244,"0.0721,0.0699,0.1175",True
ema_spread_low_and_falling_atr,upside_breakout_occurred,1H,3,244,"0.0427,-0.0010,0.0634",False
ema_spread_low_and_falling_atr,upside_breakout_occurred,24H,3,244,"0.0895,0.0829,0.0941",True
ema_spread_low_and_falling_atr,upside_breakout_occurred,2H,3,244,"0.0786,-0.0242,0.0962",False
ema_spread_low_and_falling_atr,upside_breakout_occurred,4H,3,244,"0.0584,0.0159,0.1024",True
ema_spread_low_and_falling_atr,upside_breakout_occurred,8H,3,244,"0.0660,0.0419,0.1435",True
falling_atr_and_low_efficiency,downside_breakdown_occurred,12H,3,217,"-0.0147,0.1307,-0.0370",False
falling_atr_and_low_efficiency,downside_breakdown_occurred,1H,3,217,"0.0352,0.0625,0.0028",True
falling_atr_and_low_efficiency,downside_breakdown_occurred,24H,3,217,"-0.0273,0.1179,-0.0459",False
falling_atr_and_low_efficiency,downside_breakdown_occurred,2H,3,217,"0.0306,0.0946,0.0164",True
falling_atr_and_low_efficiency,downside_breakdown_occurred,4H,3,217,"0.0188,0.1148,0.0098",True
falling_atr_and_low_efficiency,downside_breakdown_occurred,8H,3,217,"0.0044,0.1276,-0.0768",False
falling_atr_and_low_efficiency,fast_1atr_touch,1H,3,217,"0.0186,0.0175,0.0118",True
falling_atr_and_low_efficiency,fast_1atr_touch,2H,3,217,"0.0043,0.0114,0.0021",True
falling_atr_and_low_efficiency,fast_1atr_touch,4H,3,217,"0.0000,0.0014,0.0000",True
falling_atr_and_low_efficiency,max_abs_excursion_ge_1_5_atr,12H,3,217,"0.0007,0.0000,0.0000",True
falling_atr_and_low_efficiency,max_abs_excursion_ge_1_5_atr,1H,3,217,"0.0668,0.0411,0.0417",True
falling_atr_and_low_efficiency,max_abs_excursion_ge_1_5_atr,2H,3,217,"0.0272,0.0152,0.0232",True
falling_atr_and_low_efficiency,max_abs_excursion_ge_1_5_atr,4H,3,217,"0.0022,0.0071,0.0029",True
falling_atr_and_low_efficiency,max_abs_excursion_ge_1_5_atr,8H,3,217,"0.0007,0.0007,0.0007",True
falling_atr_and_low_efficiency,one_sided_runaway,12H,3,217,"0.0629,-0.0411,0.0714",False
falling_atr_and_low_efficiency,one_sided_runaway,1H,3,217,"-0.0205,-0.0046,-0.0339",True
falling_atr_and_low_efficiency,one_sided_runaway,24H,3,217,"0.0570,-0.0346,0.0387",False
falling_atr_and_low_efficiency,one_sided_runaway,2H,3,217,"-0.0308,-0.0313,-0.0176",True
falling_atr_and_low_efficiency,one_sided_runaway,4H,3,217,"0.0040,-0.0418,0.0067",False
falling_atr_and_low_efficiency,one_sided_runaway,8H,3,217,"0.0734,-0.0253,0.0421",False
falling_atr_and_low_efficiency,oscillatory_path,12H,3,217,"-0.0751,0.0128,-0.0599",False
falling_atr_and_low_efficiency,oscillatory_path,1H,3,217,"0.0150,0.0411,-0.0129",False
falling_atr_and_low_efficiency,oscillatory_path,24H,3,217,"-0.0966,0.0342,0.0272",False
falling_atr_and_low_efficiency,oscillatory_path,2H,3,217,"0.0488,0.0259,-0.0293",False
falling_atr_and_low_efficiency,oscillatory_path,4H,3,217,"0.0065,0.0609,-0.0003",False
falling_atr_and_low_efficiency,oscillatory_path,8H,3,217,"-0.0106,0.0441,-0.0756",False
falling_atr_and_low_efficiency,path_inside_70,12H,3,217,"-0.0394,-0.0466,-0.0446",True
falling_atr_and_low_efficiency,path_inside_70,1H,3,217,"-0.0338,-0.0230,-0.0105",True
falling_atr_and_low_efficiency,path_inside_70,24H,3,217,"-0.0456,-0.0459,-0.0292",True
falling_atr_and_low_efficiency,path_inside_70,2H,3,217,"-0.0365,-0.0339,-0.0371",True
falling_atr_and_low_efficiency,path_inside_70,4H,3,217,"-0.0231,-0.0369,-0.0368",True
falling_atr_and_low_efficiency,path_inside_70,8H,3,217,"-0.0295,-0.0447,-0.0375",True
falling_atr_and_low_efficiency,range_breached,12H,3,217,"0.0394,0.0466,0.0446",True
falling_atr_and_low_efficiency,range_breached,1H,3,217,"0.0338,0.0230,0.0105",True
falling_atr_and_low_efficiency,range_breached,24H,3,217,"0.0456,0.0459,0.0292",True
falling_atr_and_low_efficiency,range_breached,2H,3,217,"0.0365,0.0339,0.0371",True
falling_atr_and_low_efficiency,range_breached,4H,3,217,"0.0231,0.0369,0.0368",True
falling_atr_and_low_efficiency,range_breached,8H,3,217,"0.0295,0.0447,0.0375",True
falling_atr_and_low_efficiency,range_held,12H,3,217,"-0.0394,-0.0466,-0.0446",True
falling_atr_and_low_efficiency,range_held,1H,3,217,"-0.0338,-0.0230,-0.0105",True
falling_atr_and_low_efficiency,range_held,24H,3,217,"-0.0456,-0.0459,-0.0292",True
falling_atr_and_low_efficiency,range_held,2H,3,217,"-0.0365,-0.0339,-0.0371",True
falling_atr_and_low_efficiency,range_held,4H,3,217,"-0.0231,-0.0369,-0.0368",True
falling_atr_and_low_efficiency,range_held,8H,3,217,"-0.0295,-0.0447,-0.0375",True
falling_atr_and_low_efficiency,realized_over_range_width_ge_1,12H,3,217,"0.0841,0.0817,0.0880",True
falling_atr_and_low_efficiency,realized_over_range_width_ge_1,1H,3,217,"0.0772,0.0408,0.0567",True
falling_atr_and_low_efficiency,realized_over_range_width_ge_1,24H,3,217,"0.0916,0.0835,0.0838",True
falling_atr_and_low_efficiency,realized_over_range_width_ge_1,2H,3,217,"0.0640,0.0720,0.0805",True
falling_atr_and_low_efficiency,realized_over_range_width_ge_1,4H,3,217,"0.0505,0.0973,0.0955",True
falling_atr_and_low_efficiency,realized_over_range_width_ge_1,8H,3,217,"0.0701,0.1028,0.0530",True
falling_atr_and_low_efficiency,trend_efficiency_high,12H,3,217,"0.0629,-0.0411,0.0714",False
falling_atr_and_low_efficiency,trend_efficiency_high,1H,3,217,"-0.0319,-0.0102,-0.0357",True
falling_atr_and_low_efficiency,trend_efficiency_high,24H,3,217,"0.0570,-0.0346,0.0387",False
falling_atr_and_low_efficiency,trend_efficiency_high,2H,3,217,"-0.0308,-0.0327,-0.0183",True
falling_atr_and_low_efficiency,trend_efficiency_high,4H,3,217,"0.0040,-0.0418,0.0067",False
falling_atr_and_low_efficiency,trend_efficiency_high,8H,3,217,"0.0734,-0.0253,0.0421",False
