interaction,target,horizon,thirds,min_n,lifts,chronologically_stable
keltner_compressed_and_falling_atr_slope,downside_breakdown_occurred,8H,3,179,"0.0066,0.0896,-0.0898",False
keltner_compressed_and_falling_atr_slope,fast_1atr_touch,1H,3,179,"0.0083,0.0224,0.0164",True
keltner_compressed_and_falling_atr_slope,fast_1atr_touch,2H,3,179,"0.0043,0.0095,0.0021",True
keltner_compressed_and_falling_atr_slope,fast_1atr_touch,4H,3,179,"0.0000,0.0014,0.0000",True
keltner_compressed_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,12H,3,179,"0.0007,0.0000,0.0000",True
keltner_compressed_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,1H,3,179,"0.0638,0.0458,0.0806",True
keltner_compressed_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,2H,3,179,"0.0265,0.0215,0.0222",True
keltner_compressed_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,4H,3,179,"0.0064,0.0071,0.0029",True
keltner_compressed_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,8H,3,179,"0.0007,0.0007,0.0007",True
keltner_compressed_and_falling_atr_slope,one_sided_runaway,12H,3,179,"0.0117,0.0051,-0.0477",False
keltner_compressed_and_falling_atr_slope,one_sided_runaway,1H,3,179,"-0.0390,0.0126,-0.0373",False
keltner_compressed_and_falling_atr_slope,one_sided_runaway,24H,3,179,"-0.0748,-0.0329,-0.1234",True
keltner_compressed_and_falling_atr_slope,one_sided_runaway,2H,3,179,"-0.0607,-0.0015,-0.0264",True
keltner_compressed_and_falling_atr_slope,one_sided_runaway,4H,3,179,"-0.0380,-0.0190,0.0123",False
keltner_compressed_and_falling_atr_slope,one_sided_runaway,8H,3,179,"0.0290,0.0075,0.0519",True
keltner_compressed_and_falling_atr_slope,oscillatory_path,12H,3,179,"0.0092,0.0284,0.0703",True
keltner_compressed_and_falling_atr_slope,oscillatory_path,1H,3,179,"0.0149,-0.0005,0.0278",False
keltner_compressed_and_falling_atr_slope,oscillatory_path,24H,3,179,"0.1313,0.0711,0.1454",True
keltner_compressed_and_falling_atr_slope,oscillatory_path,2H,3,179,"0.0429,-0.0202,0.0430",False
keltner_compressed_and_falling_atr_slope,oscillatory_path,4H,3,179,"0.0398,0.0130,0.0240",True
keltner_compressed_and_falling_atr_slope,oscillatory_path,8H,3,179,"0.0075,0.0261,-0.0273",False
keltner_compressed_and_falling_atr_slope,path_inside_70,12H,3,179,"-0.0478,-0.0587,-0.0380",True
keltner_compressed_and_falling_atr_slope,path_inside_70,1H,3,179,"-0.0312,-0.0274,-0.0056",True
keltner_compressed_and_falling_atr_slope,path_inside_70,24H,3,179,"-0.0456,-0.0541,-0.0292",True
keltner_compressed_and_falling_atr_slope,path_inside_70,2H,3,179,"-0.0401,-0.0290,-0.0315",True
keltner_compressed_and_falling_atr_slope,path_inside_70,4H,3,179,"-0.0442,-0.0364,-0.0358",True
keltner_compressed_and_falling_atr_slope,path_inside_70,8H,3,179,"-0.0506,-0.0440,-0.0346",True
keltner_compressed_and_falling_atr_slope,range_breached,12H,3,179,"0.0478,0.0587,0.0380",True
keltner_compressed_and_falling_atr_slope,range_breached,1H,3,179,"0.0312,0.0274,0.0056",True
keltner_compressed_and_falling_atr_slope,range_breached,24H,3,179,"0.0456,0.0541,0.0292",True
keltner_compressed_and_falling_atr_slope,range_breached,2H,3,179,"0.0401,0.0290,0.0315",True
keltner_compressed_and_falling_atr_slope,range_breached,4H,3,179,"0.0442,0.0364,0.0358",True
keltner_compressed_and_falling_atr_slope,range_breached,8H,3,179,"0.0506,0.0440,0.0346",True
keltner_compressed_and_falling_atr_slope,range_held,12H,3,179,"-0.0478,-0.0587,-0.0380",True
keltner_compressed_and_falling_atr_slope,range_held,1H,3,179,"-0.0312,-0.0274,-0.0056",True
keltner_compressed_and_falling_atr_slope,range_held,24H,3,179,"-0.0456,-0.0541,-0.0292",True
keltner_compressed_and_falling_atr_slope,range_held,2H,3,179,"-0.0401,-0.0290,-0.0315",True
keltner_compressed_and_falling_atr_slope,range_held,4H,3,179,"-0.0442,-0.0364,-0.0358",True
keltner_compressed_and_falling_atr_slope,range_held,8H,3,179,"-0.0506,-0.0440,-0.0346",True
keltner_compressed_and_falling_atr_slope,realized_over_range_width_ge_1,12H,3,179,"0.1262,0.1039,0.0894",True
keltner_compressed_and_falling_atr_slope,realized_over_range_width_ge_1,1H,3,179,"0.0628,0.0525,0.0486",True
keltner_compressed_and_falling_atr_slope,realized_over_range_width_ge_1,24H,3,179,"0.1127,0.1066,0.0884",True
keltner_compressed_and_falling_atr_slope,realized_over_range_width_ge_1,2H,3,179,"0.0755,0.0832,0.0586",True
keltner_compressed_and_falling_atr_slope,realized_over_range_width_ge_1,4H,3,179,"0.1239,0.1039,0.0904",True
keltner_compressed_and_falling_atr_slope,realized_over_range_width_ge_1,8H,3,179,"0.1285,0.1028,0.0511",True
keltner_compressed_and_falling_atr_slope,trend_efficiency_high,12H,3,179,"0.0117,0.0051,-0.0477",False
keltner_compressed_and_falling_atr_slope,trend_efficiency_high,1H,3,179,"-0.0455,0.0072,-0.0438",False
keltner_compressed_and_falling_atr_slope,trend_efficiency_high,24H,3,179,"-0.0748,-0.0329,-0.1234",True
keltner_compressed_and_falling_atr_slope,trend_efficiency_high,2H,3,179,"-0.0607,-0.0029,-0.0271",True
keltner_compressed_and_falling_atr_slope,trend_efficiency_high,4H,3,179,"-0.0380,-0.0190,0.0123",False
keltner_compressed_and_falling_atr_slope,trend_efficiency_high,8H,3,179,"0.0290,0.0075,0.0519",True
keltner_compressed_and_falling_atr_slope,upside_breakout_occurred,12H,3,179,"0.1857,0.1083,0.1938",True
keltner_compressed_and_falling_atr_slope,upside_breakout_occurred,1H,3,179,"0.1053,0.0369,0.0988",True
keltner_compressed_and_falling_atr_slope,upside_breakout_occurred,24H,3,179,"0.2649,0.1112,0.2184",True
keltner_compressed_and_falling_atr_slope,upside_breakout_occurred,2H,3,179,"0.1400,0.0442,0.1541",True
keltner_compressed_and_falling_atr_slope,upside_breakout_occurred,4H,3,179,"0.1904,0.0489,0.1451",True
keltner_compressed_and_falling_atr_slope,upside_breakout_occurred,8H,3,179,"0.1700,0.0728,0.2237",True
keltner_compressed_and_rising_atr_slope,downside_breakdown_occurred,12H,3,43,"0.0851,-0.1241,-0.1991",False
keltner_compressed_and_rising_atr_slope,downside_breakdown_occurred,1H,3,43,"-0.0394,-0.0124,0.0042",False
keltner_compressed_and_rising_atr_slope,downside_breakdown_occurred,24H,3,43,"0.2013,-0.1028,0.0292",False
keltner_compressed_and_rising_atr_slope,downside_breakdown_occurred,2H,3,43,"0.0119,-0.0230,0.0271",False
keltner_compressed_and_rising_atr_slope,downside_breakdown_occurred,4H,3,43,"0.0910,-0.0522,0.0667",False
keltner_compressed_and_rising_atr_slope,downside_breakdown_occurred,8H,3,43,"0.1147,-0.0821,-0.1322",False
keltner_compressed_and_rising_atr_slope,fast_1atr_touch,1H,3,43,"0.0112,0.0022,0.0164",True
keltner_compressed_and_rising_atr_slope,fast_1atr_touch,2H,3,43,"0.0043,0.0071,0.0021",True
keltner_compressed_and_rising_atr_slope,fast_1atr_touch,4H,3,43,"0.0000,0.0014,0.0000",True
keltner_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,12H,3,43,"0.0007,0.0000,0.0000",True
keltner_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,1H,3,43,"0.0000,0.0230,-0.0151",False
keltner_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,2H,3,43,"0.0198,0.0157,-0.0187",False
keltner_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,4H,3,43,"0.0064,0.0071,0.0029",True
keltner_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,8H,3,43,"0.0007,0.0007,0.0007",True
keltner_compressed_and_rising_atr_slope,one_sided_runaway,12H,3,43,"0.0317,0.0809,-0.0237",False
keltner_compressed_and_rising_atr_slope,one_sided_runaway,1H,3,43,"-0.0276,-0.0273,-0.0095",True
keltner_compressed_and_rising_atr_slope,one_sided_runaway,24H,3,43,"0.0364,0.1265,-0.0379",False
keltner_compressed_and_rising_atr_slope,one_sided_runaway,2H,3,43,"0.0573,0.0033,-0.0442",False
keltner_compressed_and_rising_atr_slope,one_sided_runaway,4H,3,43,"-0.0063,0.0375,-0.0846",False
keltner_compressed_and_rising_atr_slope,one_sided_runaway,8H,3,43,"-0.0170,0.0290,0.0210",False
keltner_compressed_and_rising_atr_slope,oscillatory_path,12H,3,43,"0.0113,-0.0213,-0.2008",False
keltner_compressed_and_rising_atr_slope,oscillatory_path,1H,3,43,"0.0286,0.0179,0.0701",True
keltner_compressed_and_rising_atr_slope,oscillatory_path,24H,3,43,"-0.0452,-0.0719,0.1105",False
keltner_compressed_and_rising_atr_slope,oscillatory_path,2H,3,43,"-0.0791,-0.0469,-0.0766",True
keltner_compressed_and_rising_atr_slope,oscillatory_path,4H,3,43,"0.0592,-0.0277,-0.0611",False
keltner_compressed_and_rising_atr_slope,oscillatory_path,8H,3,43,"-0.0001,-0.0897,-0.0863",True
keltner_compressed_and_rising_atr_slope,path_inside_70,12H,3,43,"-0.0478,-0.0300,-0.0492",True
keltner_compressed_and_rising_atr_slope,path_inside_70,1H,3,43,"-0.0390,-0.0107,-0.0335",True
keltner_compressed_and_rising_atr_slope,path_inside_70,24H,3,43,"-0.0456,-0.0378,-0.0292",True
keltner_compressed_and_rising_atr_slope,path_inside_70,2H,3,43,"-0.0333,-0.0229,0.0094",False
keltner_compressed_and_rising_atr_slope,path_inside_70,4H,3,43,"-0.0326,-0.0271,-0.0414",True
keltner_compressed_and_rising_atr_slope,path_inside_70,8H,3,43,"-0.0390,-0.0214,-0.0514",True
keltner_compressed_and_rising_atr_slope,range_breached,12H,3,43,"0.0478,0.0300,0.0492",True
keltner_compressed_and_rising_atr_slope,range_breached,1H,3,43,"0.0390,0.0107,0.0335",True
keltner_compressed_and_rising_atr_slope,range_breached,24H,3,43,"0.0456,0.0378,0.0292",True
keltner_compressed_and_rising_atr_slope,range_breached,2H,3,43,"0.0333,0.0229,-0.0094",False
keltner_compressed_and_rising_atr_slope,range_breached,4H,3,43,"0.0326,0.0271,0.0414",True
keltner_compressed_and_rising_atr_slope,range_breached,8H,3,43,"0.0390,0.0214,0.0514",True
keltner_compressed_and_rising_atr_slope,range_held,12H,3,43,"-0.0478,-0.0300,-0.0492",True
keltner_compressed_and_rising_atr_slope,range_held,1H,3,43,"-0.0390,-0.0107,-0.0335",True
keltner_compressed_and_rising_atr_slope,range_held,24H,3,43,"-0.0456,-0.0378,-0.0292",True
keltner_compressed_and_rising_atr_slope,range_held,2H,3,43,"-0.0333,-0.0229,0.0094",False
keltner_compressed_and_rising_atr_slope,range_held,4H,3,43,"-0.0326,-0.0271,-0.0414",True
keltner_compressed_and_rising_atr_slope,range_held,8H,3,43,"-0.0390,-0.0214,-0.0514",True
keltner_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,12H,3,43,"0.1146,0.0729,0.1341",True
keltner_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,1H,3,43,"0.0707,0.0472,0.0282",True
keltner_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,24H,3,43,"0.1127,0.0771,0.0884",True
keltner_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,2H,3,43,"0.0437,0.0223,-0.0781",False
keltner_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,4H,3,43,"0.1201,0.0166,0.0765",True
keltner_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,8H,3,43,"0.1101,0.0458,0.1173",True
keltner_compressed_and_rising_atr_slope,trend_efficiency_high,12H,3,43,"0.0317,0.0809,-0.0237",False
keltner_compressed_and_rising_atr_slope,trend_efficiency_high,1H,3,43,"-0.0274,-0.0195,0.0073",False
keltner_compressed_and_rising_atr_slope,trend_efficiency_high,24H,3,43,"0.0364,0.1265,-0.0379",False
keltner_compressed_and_rising_atr_slope,trend_efficiency_high,2H,3,43,"0.0573,0.0019,-0.0449",False
keltner_compressed_and_rising_atr_slope,trend_efficiency_high,4H,3,43,"-0.0063,0.0375,-0.0846",False
keltner_compressed_and_rising_atr_slope,trend_efficiency_high,8H,3,43,"-0.0170,0.0290,0.0210",False
keltner_compressed_and_rising_atr_slope,upside_breakout_occurred,12H,3,43,"0.0805,0.1743,0.1539",True
keltner_compressed_and_rising_atr_slope,upside_breakout_occurred,1H,3,43,"0.0351,0.0475,-0.0219",False
keltner_compressed_and_rising_atr_slope,upside_breakout_occurred,24H,3,43,"0.1683,0.1849,0.0947",True
keltner_compressed_and_rising_atr_slope,upside_breakout_occurred,2H,3,43,"0.0833,0.0575,-0.0401",False
keltner_compressed_and_rising_atr_slope,upside_breakout_occurred,4H,3,43,"0.0416,0.0781,0.0550",True
keltner_compressed_and_rising_atr_slope,upside_breakout_occurred,8H,3,43,"-0.0156,0.1401,0.1373",False
low_adx_and_falling_atr,downside_breakdown_occurred,12H,3,254,"-0.0798,0.1254,-0.0242",False
low_adx_and_falling_atr,downside_breakdown_occurred,1H,3,254,"0.0410,0.0677,-0.0210",False
low_adx_and_falling_atr,downside_breakdown_occurred,24H,3,254,"-0.0956,0.0823,0.0435",False
low_adx_and_falling_atr,downside_breakdown_occurred,2H,3,254,"0.0180,0.0922,-0.0162",False
low_adx_and_falling_atr,downside_breakdown_occurred,4H,3,254,"-0.0270,0.1166,-0.0466",False
low_adx_and_falling_atr,downside_breakdown_occurred,8H,3,254,"-0.0380,0.1295,-0.0918",False
low_adx_and_falling_atr,fast_1atr_touch,1H,3,254,"0.0189,0.0245,0.0092",True
low_adx_and_falling_atr,fast_1atr_touch,2H,3,254,"0.0043,0.0076,0.0021",True
low_adx_and_falling_atr,fast_1atr_touch,4H,3,254,"0.0000,0.0014,0.0000",True
low_adx_and_falling_atr,max_abs_excursion_ge_1_5_atr,12H,3,254,"0.0007,0.0000,0.0000",True
low_adx_and_falling_atr,max_abs_excursion_ge_1_5_atr,1H,3,254,"0.0685,0.0560,0.0253",True
low_adx_and_falling_atr,max_abs_excursion_ge_1_5_atr,2H,3,254,"0.0235,0.0219,0.0134",True
low_adx_and_falling_atr,max_abs_excursion_ge_1_5_atr,4H,3,254,"0.0064,0.0071,0.0029",True
low_adx_and_falling_atr,max_abs_excursion_ge_1_5_atr,8H,3,254,"0.0007,0.0007,0.0007",True
low_adx_and_falling_atr,one_sided_runaway,12H,3,254,"0.0429,0.0210,0.0205",True
low_adx_and_falling_atr,one_sided_runaway,1H,3,254,"-0.0098,-0.0030,-0.0088",True
low_adx_and_falling_atr,one_sided_runaway,24H,3,254,"0.0440,0.0011,0.0063",True
low_adx_and_falling_atr,one_sided_runaway,2H,3,254,"-0.0373,0.0152,0.0086",False
low_adx_and_falling_atr,one_sided_runaway,4H,3,254,"-0.0155,-0.0138,0.0166",False
low_adx_and_falling_atr,one_sided_runaway,8H,3,254,"0.0289,-0.0388,0.0239",False
low_adx_and_falling_atr,oscillatory_path,12H,3,254,"-0.0131,-0.1046,-0.0288",True
low_adx_and_falling_atr,oscillatory_path,1H,3,254,"-0.0074,0.0180,0.0045",False
low_adx_and_falling_atr,oscillatory_path,24H,3,254,"-0.0314,-0.0859,0.1008",False
low_adx_and_falling_atr,oscillatory_path,2H,3,254,"0.0366,0.0202,-0.0206",False
low_adx_and_falling_atr,oscillatory_path,4H,3,254,"0.0316,0.0754,0.0219",True
low_adx_and_falling_atr,oscillatory_path,8H,3,254,"0.0109,0.0286,-0.0070",False
low_adx_and_falling_atr,path_inside_70,12H,3,254,"-0.0439,-0.0533,-0.0276",True
low_adx_and_falling_atr,path_inside_70,1H,3,254,"-0.0349,-0.0260,-0.0155",True
low_adx_and_falling_atr,path_inside_70,24H,3,254,"-0.0456,-0.0602,-0.0256",True
low_adx_and_falling_atr,path_inside_70,2H,3,254,"-0.0253,-0.0258,-0.0227",True
low_adx_and_falling_atr,path_inside_70,4H,3,254,"-0.0206,-0.0329,-0.0198",True
low_adx_and_falling_atr,path_inside_70,8H,3,254,"-0.0310,-0.0443,-0.0154",True
low_adx_and_falling_atr,range_breached,12H,3,254,"0.0439,0.0533,0.0276",True
low_adx_and_falling_atr,range_breached,1H,3,254,"0.0349,0.0260,0.0155",True
low_adx_and_falling_atr,range_breached,24H,3,254,"0.0456,0.0602,0.0256",True
low_adx_and_falling_atr,range_breached,2H,3,254,"0.0253,0.0258,0.0227",True
low_adx_and_falling_atr,range_breached,4H,3,254,"0.0206,0.0329,0.0198",True
low_adx_and_falling_atr,range_breached,8H,3,254,"0.0310,0.0443,0.0154",True
low_adx_and_falling_atr,range_held,12H,3,254,"-0.0439,-0.0533,-0.0276",True
low_adx_and_falling_atr,range_held,1H,3,254,"-0.0349,-0.0260,-0.0155",True
low_adx_and_falling_atr,range_held,24H,3,254,"-0.0456,-0.0602,-0.0256",True
low_adx_and_falling_atr,range_held,2H,3,254,"-0.0253,-0.0258,-0.0227",True
low_adx_and_falling_atr,range_held,4H,3,254,"-0.0206,-0.0329,-0.0198",True
low_adx_and_falling_atr,range_held,8H,3,254,"-0.0310,-0.0443,-0.0154",True
low_adx_and_falling_atr,realized_over_range_width_ge_1,12H,3,254,"0.0987,0.0674,0.0586",True
low_adx_and_falling_atr,realized_over_range_width_ge_1,1H,3,254,"0.0696,0.0564,0.0385",True
low_adx_and_falling_atr,realized_over_range_width_ge_1,24H,3,254,"0.0891,0.1228,0.0813",True
low_adx_and_falling_atr,realized_over_range_width_ge_1,2H,3,254,"0.0539,0.0846,0.0485",True
low_adx_and_falling_atr,realized_over_range_width_ge_1,4H,3,254,"0.0528,0.0804,0.0491",True
low_adx_and_falling_atr,realized_over_range_width_ge_1,8H,3,254,"0.0783,0.0817,-0.0034",False
low_adx_and_falling_atr,trend_efficiency_high,12H,3,254,"0.0429,0.0210,0.0205",True
low_adx_and_falling_atr,trend_efficiency_high,1H,3,254,"-0.0212,-0.0123,-0.0116",True
low_adx_and_falling_atr,trend_efficiency_high,24H,3,254,"0.0440,0.0011,0.0063",True
low_adx_and_falling_atr,trend_efficiency_high,2H,3,254,"-0.0373,0.0138,0.0079",False
low_adx_and_falling_atr,trend_efficiency_high,4H,3,254,"-0.0155,-0.0138,0.0166",False
low_adx_and_falling_atr,trend_efficiency_high,8H,3,254,"0.0289,-0.0388,0.0239",False
low_adx_and_falling_atr,upside_breakout_occurred,12H,3,254,"0.1622,0.0554,0.1440",True
low_adx_and_falling_atr,upside_breakout_occurred,1H,3,254,"0.0337,-0.0074,0.0804",False
low_adx_and_falling_atr,upside_breakout_occurred,24H,3,254,"0.1331,0.1256,0.1424",True
low_adx_and_falling_atr,upside_breakout_occurred,2H,3,254,"0.0666,0.0053,0.1106",True
low_adx_and_falling_atr,upside_breakout_occurred,4H,3,254,"0.1066,0.0117,0.1235",True
low_adx_and_falling_atr,upside_breakout_occurred,8H,3,254,"0.1510,-0.0108,0.1488",False
low_atr_and_donchian_edge,downside_breakdown_occurred,12H,3,41,"0.1242,0.0591,0.1628",True
low_atr_and_donchian_edge,downside_breakdown_occurred,1H,3,41,"0.0832,0.0224,0.1336",True
low_atr_and_donchian_edge,downside_breakdown_occurred,24H,3,41,"0.1605,0.1088,0.2317",True
low_atr_and_donchian_edge,downside_breakdown_occurred,2H,3,41,"0.0632,0.0256,0.0832",True
low_atr_and_donchian_edge,downside_breakdown_occurred,4H,3,41,"0.0625,0.0589,0.0508",True
low_atr_and_donchian_edge,downside_breakdown_occurred,8H,3,41,"0.1124,0.0814,0.0136",True
low_atr_and_donchian_edge,fast_1atr_touch,1H,3,41,"0.0046,0.0081,0.0164",True
low_atr_and_donchian_edge,fast_1atr_touch,2H,3,41,"0.0043,0.0066,0.0021",True
low_atr_and_donchian_edge,fast_1atr_touch,4H,3,41,"0.0000,0.0014,0.0000",True
low_atr_and_donchian_edge,max_abs_excursion_ge_1_5_atr,12H,3,41,"0.0007,0.0000,0.0000",True
low_atr_and_donchian_edge,max_abs_excursion_ge_1_5_atr,1H,3,41,"0.0785,0.0892,0.0501",True
low_atr_and_donchian_edge,max_abs_excursion_ge_1_5_atr,2H,3,41,"0.0132,0.0275,-0.0210",False
low_atr_and_donchian_edge,max_abs_excursion_ge_1_5_atr,4H,3,41,"0.0064,0.0071,0.0029",True
low_atr_and_donchian_edge,max_abs_excursion_ge_1_5_atr,8H,3,41,"0.0007,0.0007,0.0007",True
low_atr_and_donchian_edge,one_sided_runaway,12H,3,41,"-0.0867,0.0414,-0.0877",False
low_atr_and_donchian_edge,one_sided_runaway,1H,3,41,"-0.0100,0.0454,0.0704",False
low_atr_and_donchian_edge,one_sided_runaway,24H,3,41,"-0.0325,0.0106,-0.1752",False
low_atr_and_donchian_edge,one_sided_runaway,2H,3,41,"-0.0414,0.0044,0.0590",False
low_atr_and_donchian_edge,one_sided_runaway,4H,3,41,"-0.0600,0.0215,0.0419",False
low_atr_and_donchian_edge,one_sided_runaway,8H,3,41,"-0.0888,0.0103,-0.1151",False
low_atr_and_donchian_edge,oscillatory_path,12H,3,41,"0.0850,0.0273,0.0777",True
low_atr_and_donchian_edge,oscillatory_path,1H,3,41,"-0.0002,0.0376,0.0463",False
low_atr_and_donchian_edge,oscillatory_path,24H,3,41,"0.0373,0.0867,0.2098",True
low_atr_and_donchian_edge,oscillatory_path,2H,3,41,"-0.0643,-0.0816,0.0148",False
low_atr_and_donchian_edge,oscillatory_path,4H,3,41,"0.0865,-0.0218,-0.1394",False
low_atr_and_donchian_edge,oscillatory_path,8H,3,41,"0.0373,-0.0496,0.0527",False
low_atr_and_donchian_edge,path_inside_70,12H,3,41,"-0.0478,-0.0541,-0.0492",True
low_atr_and_donchian_edge,path_inside_70,1H,3,41,"-0.0325,-0.0161,-0.0335",True
low_atr_and_donchian_edge,path_inside_70,24H,3,41,"-0.0456,-0.0678,-0.0292",True
low_atr_and_donchian_edge,path_inside_70,2H,3,41,"-0.0449,-0.0245,-0.0127",True
low_atr_and_donchian_edge,path_inside_70,4H,3,41,"-0.0442,-0.0442,-0.0414",True
low_atr_and_donchian_edge,path_inside_70,8H,3,41,"-0.0506,-0.0460,-0.0270",True
low_atr_and_donchian_edge,range_breached,12H,3,41,"0.0478,0.0541,0.0492",True
low_atr_and_donchian_edge,range_breached,1H,3,41,"0.0325,0.0161,0.0335",True
low_atr_and_donchian_edge,range_breached,24H,3,41,"0.0456,0.0678,0.0292",True
low_atr_and_donchian_edge,range_breached,2H,3,41,"0.0449,0.0245,0.0127",True
low_atr_and_donchian_edge,range_breached,4H,3,41,"0.0442,0.0442,0.0414",True
low_atr_and_donchian_edge,range_breached,8H,3,41,"0.0506,0.0460,0.0270",True
low_atr_and_donchian_edge,range_held,12H,3,41,"-0.0478,-0.0541,-0.0492",True
low_atr_and_donchian_edge,range_held,1H,3,41,"-0.0325,-0.0161,-0.0335",True
low_atr_and_donchian_edge,range_held,24H,3,41,"-0.0456,-0.0678,-0.0292",True
low_atr_and_donchian_edge,range_held,2H,3,41,"-0.0449,-0.0245,-0.0127",True
low_atr_and_donchian_edge,range_held,4H,3,41,"-0.0442,-0.0442,-0.0414",True
low_atr_and_donchian_edge,range_held,8H,3,41,"-0.0506,-0.0460,-0.0270",True
low_atr_and_donchian_edge,realized_over_range_width_ge_1,12H,3,41,"0.1262,0.1151,0.1341",True
low_atr_and_donchian_edge,realized_over_range_width_ge_1,1H,3,41,"0.0860,0.0707,0.0969",True
low_atr_and_donchian_edge,realized_over_range_width_ge_1,24H,3,41,"0.1127,0.1070,0.0884",True
low_atr_and_donchian_edge,realized_over_range_width_ge_1,2H,3,41,"0.1120,0.0800,0.0337",True
low_atr_and_donchian_edge,realized_over_range_width_ge_1,4H,3,41,"0.1434,0.0919,0.1218",True
low_atr_and_donchian_edge,realized_over_range_width_ge_1,8H,3,41,"0.1334,0.1083,0.0430",True
low_atr_and_donchian_edge,trend_efficiency_high,12H,3,41,"-0.0867,0.0414,-0.0877",False
low_atr_and_donchian_edge,trend_efficiency_high,1H,3,41,"-0.0214,0.0409,0.0640",False
low_atr_and_donchian_edge,trend_efficiency_high,24H,3,41,"-0.0325,0.0106,-0.1752",False
low_atr_and_donchian_edge,trend_efficiency_high,2H,3,41,"-0.0414,0.0030,0.0583",False
low_atr_and_donchian_edge,trend_efficiency_high,4H,3,41,"-0.0600,0.0215,0.0419",False
low_atr_and_donchian_edge,trend_efficiency_high,8H,3,41,"-0.0888,0.0103,-0.1151",False
low_atr_and_donchian_edge,upside_breakout_occurred,12H,3,41,"0.1399,0.1166,0.0972",True
low_atr_and_donchian_edge,upside_breakout_occurred,1H,3,41,"0.1360,0.0753,0.0331",True
low_atr_and_donchian_edge,upside_breakout_occurred,24H,3,41,"0.2372,0.1277,0.1355",True
low_atr_and_donchian_edge,upside_breakout_occurred,2H,3,41,"0.1973,0.0046,0.0869",True
low_atr_and_donchian_edge,upside_breakout_occurred,4H,3,41,"0.1591,-0.0292,0.0159",False
low_atr_and_donchian_edge,upside_breakout_occurred,8H,3,41,"0.0939,0.0087,0.0784",True
low_atr_and_high_efficiency,downside_breakdown_occurred,12H,3,47,"0.2393,-0.0806,0.0206",False
low_atr_and_high_efficiency,downside_breakdown_occurred,1H,3,47,"-0.0274,0.0004,0.0977",False
low_atr_and_high_efficiency,downside_breakdown_occurred,24H,3,47,"0.2393,0.0148,0.0802",True
low_atr_and_high_efficiency,downside_breakdown_occurred,2H,3,47,"0.0557,0.0134,0.0355",True
low_atr_and_high_efficiency,downside_breakdown_occurred,4H,3,47,"0.0852,0.0099,0.1583",True
low_atr_and_high_efficiency,downside_breakdown_occurred,8H,3,47,"0.1291,-0.0537,0.0390",False
low_atr_and_high_efficiency,fast_1atr_touch,1H,3,47,"0.0062,0.0130,0.0164",True
low_atr_and_high_efficiency,fast_1atr_touch,2H,3,47,"0.0043,0.0050,0.0021",True
low_atr_and_high_efficiency,fast_1atr_touch,4H,3,47,"0.0000,0.0014,0.0000",True
low_atr_and_high_efficiency,max_abs_excursion_ge_1_5_atr,12H,3,47,"0.0007,0.0000,0.0000",True
low_atr_and_high_efficiency,max_abs_excursion_ge_1_5_atr,1H,3,47,"0.0512,0.0705,0.1264",True
low_atr_and_high_efficiency,max_abs_excursion_ge_1_5_atr,2H,3,47,"0.0147,0.0180,0.0065",True
low_atr_and_high_efficiency,max_abs_excursion_ge_1_5_atr,4H,3,47,"0.0064,0.0071,0.0029",True
low_atr_and_high_efficiency,max_abs_excursion_ge_1_5_atr,8H,3,47,"0.0007,0.0007,0.0007",True
low_atr_and_high_efficiency,one_sided_runaway,12H,3,47,"-0.1443,0.0304,-0.1033",False
low_atr_and_high_efficiency,one_sided_runaway,1H,3,47,"-0.0722,-0.0004,0.0424",False
low_atr_and_high_efficiency,one_sided_runaway,24H,3,47,"-0.1295,0.0524,-0.1176",False
low_atr_and_high_efficiency,one_sided_runaway,2H,3,47,"-0.0702,0.0002,-0.0541",False
low_atr_and_high_efficiency,one_sided_runaway,4H,3,47,"-0.0690,0.0680,-0.0712",False
low_atr_and_high_efficiency,one_sided_runaway,8H,3,47,"-0.0964,0.0999,-0.0394",False
low_atr_and_high_efficiency,oscillatory_path,12H,3,47,"0.1911,-0.0286,-0.1548",False
low_atr_and_high_efficiency,oscillatory_path,1H,3,47,"0.1135,0.0361,0.0478",True
low_atr_and_high_efficiency,oscillatory_path,24H,3,47,"0.2327,0.0400,0.1288",True
low_atr_and_high_efficiency,oscillatory_path,2H,3,47,"0.0220,-0.0535,-0.0444",False
low_atr_and_high_efficiency,oscillatory_path,4H,3,47,"0.0592,-0.1024,-0.0735",False
