event,horizon,feature,n,true_mean,false_mean,point_biserial,spearman,univariate_auc_positive_orientation,orientation,classification
upside_breakout,1H,volume,4206,111329.16511367871,99386.55285620486,0.04646601246333828,0.015352044164281924,0.5092211387131691,weak_flat,WEAK
upside_breakout,1H,volume_zscore,4206,0.363519645217696,0.13227500982124193,0.088091600421552,0.06258872689123718,0.5375936473146625,weak_flat,WEAK
upside_breakout,2H,return_5m,4206,-0.00014629651924440254,0.00020631580975777737,-0.09645658733398538,-0.0934854586247538,0.444182822436899,higher_feature_lower_event,CONDITIONAL
upside_breakout,2H,return_15m,4206,-0.00013516720804234879,0.00017661228317822402,-0.05524265513229611,-0.0635811241640058,0.46203769823469226,weak_flat,WEAK
upside_breakout,2H,return_1h,4206,-0.00033666572460224083,0.0005843690548231114,-0.07884515142236838,-0.10183240546324786,0.439199040072662,higher_feature_lower_event,CONDITIONAL
upside_breakout,2H,return_4h,4206,-0.00044806239753106015,0.0007029395763987573,-0.051670625215592354,-0.050606975943318325,0.46978414934975904,weak_flat,WEAK
upside_breakout,2H,vwap,4206,1814.5350576003004,1820.9430243920647,-0.022968716077055615,-0.029674977714301064,0.482281994132004,weak_flat,WEAK
upside_breakout,2H,vwap_deviation_pct,4206,-0.00023545878591727862,6.991886788301069e-05,-0.011646950882925888,-0.007852157179126538,0.4953117212651134,weak_flat,WEAK
upside_breakout,2H,vwap_zscore,4206,0.3697656398985773,0.4633882313104289,-0.00734461445929708,-0.007540703465612764,0.4954976805866932,weak_flat,WEAK
upside_breakout,2H,atr,4206,3.3260880744870898,3.965425289452094,-0.14569533830929354,-0.1542046300878473,0.40792921841708235,higher_feature_lower_event,USEFUL CANDIDATE
upside_breakout,2H,atr_pct,4206,0.0018664530179511598,0.0022083720471990725,-0.13238320179378255,-0.1461355809225877,0.41274699158201567,higher_feature_lower_event,USEFUL CANDIDATE
upside_breakout,2H,realized_volatility,4206,46.655954086572,49.75601702388861,-0.07163552138177501,-0.07556640661486323,0.4548816498291665,weak_flat,CONDITIONAL
upside_breakout,2H,volume,4206,107442.42819249716,106267.58264199106,0.004598442434024177,-0.04244133997525689,0.47465959650454514,weak_flat,WEAK
upside_breakout,2H,volume_zscore,4206,0.33835342457102074,0.18115083639687687,0.06024436499768076,0.03256473356075202,0.5194433891702998,weak_flat,WEAK
upside_breakout,4H,return_5m,4206,-0.000105484689846058,0.00013467228688595893,-0.06585331633652361,-0.05439027831795729,0.4676035780637833,weak_flat,WEAK
upside_breakout,4H,return_15m,4206,-0.00013118897002342635,0.0001663053513101486,-0.05283889465106309,-0.044565489852121644,0.4734554739466515,weak_flat,WEAK
upside_breakout,4H,return_1h,4206,-0.00043063490236307244,0.0007285680364903859,-0.0994732892557826,-0.1116143028080422,0.43351919948403494,higher_feature_lower_event,CONDITIONAL
upside_breakout,4H,return_4h,4206,-0.0007233020346147276,0.0011438341613007386,-0.08402174368165916,-0.08544110752491843,0.4491087329014372,higher_feature_lower_event,CONDITIONAL
upside_breakout,4H,vwap,4206,1814.3214395628022,1821.2191453814728,-0.024783873222485847,-0.032516747416541404,0.48063205721821667,weak_flat,WEAK
upside_breakout,4H,vwap_deviation_pct,4206,-0.00045156964886138007,0.00042326583225333865,-0.033446403304681925,-0.027562468628996292,0.4835829731524889,weak_flat,WEAK
