feature,target,regime,horizon,n,auc_oriented
bollinger_bandwidth_48b,path_inside_70,TREND_UP,1H,179,0.7159977703455964
bollinger_bandwidth_48b,path_inside_70,TREND_UP,24H,179,0.5638599810785241
bollinger_bandwidth_48b,path_inside_70,TREND_UP,2H,179,0.6591397849462366
bollinger_bandwidth_48b,path_inside_70,TREND_UP,4H,179,0.612183908045977
bollinger_bandwidth_48b,path_inside_70,TREND_UP,8H,179,0.6593567251461988
bollinger_bandwidth_48b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.671786022433132
bollinger_bandwidth_48b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.8705467372134039
bollinger_bandwidth_48b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.7680267558528429
bollinger_bandwidth_48b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.7697160883280757
bollinger_bandwidth_48b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.8472668810289389
bollinger_bandwidth_48b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.6068476977567887
bollinger_bandwidth_48b,trend_efficiency_high,HIGH_VOL,12H,163,0.7790767386091128
bollinger_bandwidth_48b,trend_efficiency_high,HIGH_VOL,1H,163,0.5967365967365967
bollinger_bandwidth_48b,trend_efficiency_high,HIGH_VOL,24H,163,0.6711956521739131
bollinger_bandwidth_48b,trend_efficiency_high,HIGH_VOL,2H,163,0.5633834929320566
bollinger_bandwidth_48b,trend_efficiency_high,HIGH_VOL,4H,163,0.5103159252095423
bollinger_bandwidth_48b,trend_efficiency_high,HIGH_VOL,8H,163,0.6633771929824561
bollinger_bandwidth_48b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5204694503279073
bollinger_bandwidth_48b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5299223422554573
bollinger_bandwidth_48b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.5153358417373051
bollinger_bandwidth_48b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5103573635801796
bollinger_bandwidth_48b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5406094968107725
bollinger_bandwidth_48b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5337294673967148
bollinger_bandwidth_48b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5102145922746781
bollinger_bandwidth_48b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5437245834973108
bollinger_bandwidth_48b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.503908014606234
bollinger_bandwidth_48b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.5296372207419553
bollinger_bandwidth_48b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.506310205221276
bollinger_bandwidth_48b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5067391773380884
bollinger_bandwidth_48b,trend_efficiency_high,TREND_DOWN,12H,190,0.5226800554016621
bollinger_bandwidth_48b,trend_efficiency_high,TREND_DOWN,1H,190,0.5568181818181819
bollinger_bandwidth_48b,trend_efficiency_high,TREND_DOWN,24H,190,0.5927128427128427
bollinger_bandwidth_48b,trend_efficiency_high,TREND_DOWN,2H,190,0.5007530120481928
bollinger_bandwidth_48b,trend_efficiency_high,TREND_DOWN,4H,189,0.5163265306122449
bollinger_bandwidth_48b,trend_efficiency_high,TREND_DOWN,8H,189,0.5569727891156462
bollinger_bandwidth_48b,trend_efficiency_high,TREND_UP,12H,179,0.506578947368421
bollinger_bandwidth_48b,trend_efficiency_high,TREND_UP,1H,179,0.5542986425339367
bollinger_bandwidth_48b,trend_efficiency_high,TREND_UP,24H,179,0.5749440715883669
bollinger_bandwidth_48b,trend_efficiency_high,TREND_UP,2H,179,0.6114001892147588
bollinger_bandwidth_48b,trend_efficiency_high,TREND_UP,4H,179,0.5149888143176734
bollinger_bandwidth_48b,trend_efficiency_high,TREND_UP,8H,179,0.5890731292517006
bollinger_bandwidth_48b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5080599547511312
bollinger_bandwidth_48b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5027928743961353
bollinger_bandwidth_48b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5459862102930313
bollinger_bandwidth_48b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.5190672153635116
bollinger_bandwidth_48b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5454489087301587
bollinger_bandwidth_48b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5014186409419776
rv_6b,upside_breakout_occurred,HIGH_VOL,12H,163,0.6333130883692681
rv_6b,upside_breakout_occurred,HIGH_VOL,1H,163,0.5677966101694916
rv_6b,upside_breakout_occurred,HIGH_VOL,24H,163,0.6697191697191698
rv_6b,upside_breakout_occurred,HIGH_VOL,2H,163,0.5459665144596652
rv_6b,upside_breakout_occurred,HIGH_VOL,4H,163,0.5620855937311633
rv_6b,upside_breakout_occurred,HIGH_VOL,8H,163,0.6022349743279976
rv_6b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.5710224884405213
rv_6b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.5231216797369087
rv_6b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.6013326679778084
rv_6b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5334484246870954
rv_6b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5003962593120939
rv_6b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5519521901066375
rv_6b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.600388031870221
rv_6b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5317525021143217
rv_6b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.6292308745976303
rv_6b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.5666206707419423
rv_6b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5701736287455561
rv_6b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.59391761329183
rv_6b,upside_breakout_occurred,TREND_DOWN,12H,190,0.5774286987522281
rv_6b,upside_breakout_occurred,TREND_DOWN,1H,190,0.5716852317642831
rv_6b,upside_breakout_occurred,TREND_DOWN,24H,190,0.5850044563279857
rv_6b,upside_breakout_occurred,TREND_DOWN,2H,190,0.6049627213420317
rv_6b,upside_breakout_occurred,TREND_DOWN,4H,189,0.5750287686996548
rv_6b,upside_breakout_occurred,TREND_DOWN,8H,189,0.5487173717371737
rv_6b,upside_breakout_occurred,TREND_UP,12H,179,0.6160192942371161
rv_6b,upside_breakout_occurred,TREND_UP,1H,179,0.5894105894105894
rv_6b,upside_breakout_occurred,TREND_UP,24H,179,0.6218781218781219
rv_6b,upside_breakout_occurred,TREND_UP,2H,179,0.581203007518797
rv_6b,upside_breakout_occurred,TREND_UP,4H,179,0.632051282051282
rv_6b,upside_breakout_occurred,TREND_UP,8H,179,0.6105128205128205
rv_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.6327716971706254
rv_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.5425879108250977
rv_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.6495956873315364
rv_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.5032960086689543
rv_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.5265753424657534
rv_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.5507754110612855
rv_6b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5237852531430514
rv_6b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.5680134680134681
rv_6b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.508664627930683
rv_6b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.5732418524871354
rv_6b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.5578231292517006
rv_6b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.5383495145631068
rv_6b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5448188833033368
rv_6b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5075025859977269
rv_6b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5586478738652652
rv_6b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5387406424558128
rv_6b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.556500412861562
rv_6b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.5405376450421941
rv_6b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.530694799658994
rv_6b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5144544548155825
rv_6b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.556927155419334
rv_6b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5300889768150366
rv_6b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.529249202741072
rv_6b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5167753793852015
rv_6b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.5308067375886525
rv_6b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.5330681818181818
rv_6b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5255984042553192
rv_6b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5341325341325341
rv_6b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.6042133572389063
rv_6b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.5434389140271494
rv_6b,downside_breakdown_occurred,TREND_UP,12H,179,0.5166285859355166
rv_6b,downside_breakdown_occurred,TREND_UP,1H,179,0.5162579957356077
rv_6b,downside_breakdown_occurred,TREND_UP,24H,179,0.5345737993462409
rv_6b,downside_breakdown_occurred,TREND_UP,2H,179,0.5171363290175172
rv_6b,downside_breakdown_occurred,TREND_UP,4H,179,0.5038461538461538
rv_6b,downside_breakdown_occurred,TREND_UP,8H,179,0.5432432432432432
rv_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.5840999206978588
rv_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.5338419886783166
rv_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.6309040740139588
rv_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.5232291114644056
rv_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.5268572392275909
rv_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5394441208288259
rv_6b,range_breached,HIGH_VOL,12H,163,0.7022522522522523
rv_6b,range_breached,HIGH_VOL,1H,163,0.5822784810126582
rv_6b,range_breached,HIGH_VOL,24H,163,0.7697435897435898
rv_6b,range_breached,HIGH_VOL,2H,163,0.5095541401273885
rv_6b,range_breached,HIGH_VOL,4H,163,0.6163003663003663
rv_6b,range_breached,HIGH_VOL,8H,163,0.5416083916083916
rv_6b,range_breached,LOW_VOL_RANGE,12H,1024,0.7519004589787722
rv_6b,range_breached,LOW_VOL_RANGE,1H,1024,0.5718119335140612
rv_6b,range_breached,LOW_VOL_RANGE,24H,1024,0.6240938799762329
rv_6b,range_breached,LOW_VOL_RANGE,2H,1024,0.6318882141250562
rv_6b,range_breached,LOW_VOL_RANGE,4H,1016,0.6006000578369
rv_6b,range_breached,LOW_VOL_RANGE,8H,1016,0.7581694621168306
rv_6b,range_breached,NORMAL_RANGE,12H,2314,0.6613749473486197
rv_6b,range_breached,NORMAL_RANGE,1H,2314,0.5446143085531574
rv_6b,range_breached,NORMAL_RANGE,24H,2314,0.7404473296534693
rv_6b,range_breached,NORMAL_RANGE,2H,2314,0.6840706274613031
rv_6b,range_breached,NORMAL_RANGE,4H,2303,0.686285683273635
rv_6b,range_breached,NORMAL_RANGE,8H,2303,0.6646081160887539
rv_6b,range_breached,TREND_DOWN,12H,190,0.6186679174484053
rv_6b,range_breached,TREND_DOWN,1H,190,0.6113566814008841
rv_6b,range_breached,TREND_DOWN,24H,190,0.6257530120481928
rv_6b,range_breached,TREND_DOWN,2H,190,0.6303046081749544
rv_6b,range_breached,TREND_DOWN,4H,189,0.6870141746684957
rv_6b,range_breached,TREND_DOWN,8H,189,0.5767676767676768
rv_6b,range_breached,TREND_UP,12H,179,0.6448275862068966
rv_6b,range_breached,TREND_UP,1H,179,0.560479375696767
rv_6b,range_breached,TREND_UP,24H,179,0.6253547776726585
rv_6b,range_breached,TREND_UP,2H,179,0.624731182795699
rv_6b,range_breached,TREND_UP,4H,179,0.6020689655172413
rv_6b,range_breached,TREND_UP,8H,179,0.6664230019493178
rv_6b,range_breached,VOLATILITY_EXPANSION,12H,324,0.7169974115616911
rv_6b,range_breached,VOLATILITY_EXPANSION,1H,324,0.6430335097001764
rv_6b,range_breached,VOLATILITY_EXPANSION,24H,324,0.7551839464882943
rv_6b,range_breached,VOLATILITY_EXPANSION,2H,324,0.5209553853086976
rv_6b,range_breached,VOLATILITY_EXPANSION,4H,319,0.6997588424437299
rv_6b,range_breached,VOLATILITY_EXPANSION,8H,319,0.7284533648170012
rv_6b,path_inside_70,HIGH_VOL,12H,163,0.7022522522522523
rv_6b,path_inside_70,HIGH_VOL,1H,163,0.5822784810126582
rv_6b,path_inside_70,HIGH_VOL,24H,163,0.7697435897435897
rv_6b,path_inside_70,HIGH_VOL,2H,163,0.5095541401273885
rv_6b,path_inside_70,HIGH_VOL,4H,163,0.6163003663003663
rv_6b,path_inside_70,HIGH_VOL,8H,163,0.5416083916083916
rv_6b,path_inside_70,LOW_VOL_RANGE,12H,1024,0.7519004589787722
rv_6b,path_inside_70,LOW_VOL_RANGE,1H,1024,0.5718119335140611
rv_6b,path_inside_70,LOW_VOL_RANGE,24H,1024,0.6240938799762329
rv_6b,path_inside_70,LOW_VOL_RANGE,2H,1024,0.6318882141250562
rv_6b,path_inside_70,LOW_VOL_RANGE,4H,1016,0.6006000578369
rv_6b,path_inside_70,LOW_VOL_RANGE,8H,1016,0.7581694621168306
rv_6b,path_inside_70,NORMAL_RANGE,12H,2314,0.6613749473486196
rv_6b,path_inside_70,NORMAL_RANGE,1H,2314,0.5446143085531575
rv_6b,path_inside_70,NORMAL_RANGE,24H,2314,0.7404473296534693
rv_6b,path_inside_70,NORMAL_RANGE,2H,2314,0.684070627461303
rv_6b,path_inside_70,NORMAL_RANGE,4H,2303,0.686285683273635
rv_6b,path_inside_70,NORMAL_RANGE,8H,2303,0.6646081160887539
rv_6b,path_inside_70,TREND_DOWN,12H,190,0.6186679174484052
rv_6b,path_inside_70,TREND_DOWN,1H,190,0.6113566814008841
rv_6b,path_inside_70,TREND_DOWN,24H,190,0.6257530120481928
rv_6b,path_inside_70,TREND_DOWN,2H,190,0.6303046081749545
rv_6b,path_inside_70,TREND_DOWN,4H,189,0.6870141746684957
rv_6b,path_inside_70,TREND_DOWN,8H,189,0.5767676767676768
rv_6b,path_inside_70,TREND_UP,12H,179,0.6448275862068965
rv_6b,path_inside_70,TREND_UP,1H,179,0.560479375696767
rv_6b,path_inside_70,TREND_UP,24H,179,0.6253547776726585
rv_6b,path_inside_70,TREND_UP,2H,179,0.624731182795699
rv_6b,path_inside_70,TREND_UP,4H,179,0.6020689655172414
rv_6b,path_inside_70,TREND_UP,8H,179,0.6664230019493177
rv_6b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.7169974115616912
rv_6b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.6430335097001764
rv_6b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.7551839464882943
rv_6b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.5209553853086977
rv_6b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.6997588424437299
rv_6b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.7284533648170012
rv_6b,trend_efficiency_high,HIGH_VOL,12H,163,0.5830335731414868
rv_6b,trend_efficiency_high,HIGH_VOL,1H,163,0.6097902097902098
rv_6b,trend_efficiency_high,HIGH_VOL,24H,163,0.5101449275362319
rv_6b,trend_efficiency_high,HIGH_VOL,2H,163,0.5740994072047424
rv_6b,trend_efficiency_high,HIGH_VOL,4H,163,0.5170857511283043
rv_6b,trend_efficiency_high,HIGH_VOL,8H,163,0.5840643274853801
rv_6b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5043350953720982
rv_6b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5178598418056325
rv_6b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.504931898673574
rv_6b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5093394408695968
rv_6b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5081502480510276
rv_6b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5308051269288203
rv_6b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5013471626132571
rv_6b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5387779308233853
rv_6b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5481678681674447
rv_6b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.522051137528182
rv_6b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.5039978170649677
rv_6b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5230286954424885
rv_6b,trend_efficiency_high,TREND_DOWN,12H,190,0.5600761772853186
rv_6b,trend_efficiency_high,TREND_DOWN,1H,190,0.6149891774891775
rv_6b,trend_efficiency_high,TREND_DOWN,24H,190,0.5443722943722944
rv_6b,trend_efficiency_high,TREND_DOWN,2H,190,0.5725401606425703
rv_6b,trend_efficiency_high,TREND_DOWN,4H,189,0.5337662337662338
rv_6b,trend_efficiency_high,TREND_DOWN,8H,189,0.5175736961451247
rv_6b,trend_efficiency_high,TREND_UP,12H,179,0.5791910331384016
rv_6b,trend_efficiency_high,TREND_UP,1H,179,0.514831573655103
rv_6b,trend_efficiency_high,TREND_UP,24H,179,0.5331096196868009
rv_6b,trend_efficiency_high,TREND_UP,2H,179,0.6608325449385052
rv_6b,trend_efficiency_high,TREND_UP,4H,179,0.5684563758389262
rv_6b,trend_efficiency_high,TREND_UP,8H,179,0.5184948979591837
rv_6b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5370475113122172
rv_6b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5187952898550725
rv_6b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5351514405318887
rv_6b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.5521262002743484
rv_6b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5186631944444444
rv_6b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5268123138033763
keltner_width_48b,upside_breakout_occurred,HIGH_VOL,12H,163,0.7979046462192529
keltner_width_48b,upside_breakout_occurred,HIGH_VOL,1H,163,0.5159713168187744
keltner_width_48b,upside_breakout_occurred,HIGH_VOL,24H,163,0.7312271062271063
keltner_width_48b,upside_breakout_occurred,HIGH_VOL,2H,163,0.5511415525114155
keltner_width_48b,upside_breakout_occurred,HIGH_VOL,4H,163,0.6687763713080168
keltner_width_48b,upside_breakout_occurred,HIGH_VOL,8H,163,0.7381455753548777
keltner_width_48b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.6049022698612863
keltner_width_48b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.5625516485369761
keltner_width_48b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.6376552088531424
keltner_width_48b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5800604229607251
keltner_width_48b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5448859905350634
keltner_width_48b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5754558886701693
keltner_width_48b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.6314622277508515
keltner_width_48b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5400398414358949
keltner_width_48b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.6508192931990959
keltner_width_48b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.5675505712189498
keltner_width_48b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5949379443880143
keltner_width_48b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.6205392731535756
keltner_width_48b,upside_breakout_occurred,TREND_DOWN,12H,190,0.5738636363636364
keltner_width_48b,upside_breakout_occurred,TREND_DOWN,1H,190,0.5454545454545454
keltner_width_48b,upside_breakout_occurred,TREND_DOWN,24H,190,0.5642825311942958
keltner_width_48b,upside_breakout_occurred,TREND_DOWN,2H,190,0.5849254426840633
keltner_width_48b,upside_breakout_occurred,TREND_DOWN,4H,189,0.5050632911392405
keltner_width_48b,upside_breakout_occurred,TREND_DOWN,8H,189,0.54005400540054
keltner_width_48b,upside_breakout_occurred,TREND_UP,12H,179,0.6141152576796141
keltner_width_48b,upside_breakout_occurred,TREND_UP,1H,179,0.5513236763236764
keltner_width_48b,upside_breakout_occurred,TREND_UP,24H,179,0.5879120879120879
keltner_width_48b,upside_breakout_occurred,TREND_UP,2H,179,0.531453634085213
keltner_width_48b,upside_breakout_occurred,TREND_UP,4H,179,0.5576923076923077
keltner_width_48b,upside_breakout_occurred,TREND_UP,8H,179,0.6141025641025641
keltner_width_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.6607475362187202
keltner_width_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.5800045966444496
keltner_width_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.7036725067385445
keltner_width_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.5449702004695683
keltner_width_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.535662100456621
keltner_width_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.5543254857997011
keltner_width_48b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5596330275229358
keltner_width_48b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.5553872053872053
keltner_width_48b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.5433231396534148
keltner_width_48b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.539622641509434
keltner_width_48b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.585750089509488
keltner_width_48b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.5202265372168284
keltner_width_48b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5452078032230704
keltner_width_48b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5275435362827188
keltner_width_48b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5669648387039692
keltner_width_48b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5338018248234966
keltner_width_48b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5463945477625368
keltner_width_48b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.5614987143987342
keltner_width_48b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.5371398124467178
keltner_width_48b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5414963956104504
keltner_width_48b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.5674819048893387
keltner_width_48b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.547008933181865
keltner_width_48b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5453492535325024
keltner_width_48b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5242811648815253
keltner_width_48b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.5386746453900709
keltner_width_48b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.5542045454545454
keltner_width_48b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5304742907801419
