feature,target,regime,horizon,n,auc_oriented
bollinger_bandwidth_96b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5109276567179593
bollinger_bandwidth_96b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5045204373058894
bollinger_bandwidth_96b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5508662884761105
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.5555186170212766
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.5478409090909091
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5434397163120568
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5175935175935176
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.5134468848050202
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.5021493212669683
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_UP,12H,179,0.5077430820005078
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_UP,1H,179,0.5010660980810234
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_UP,24H,179,0.5020115665074176
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_UP,2H,179,0.529068291444529
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_UP,4H,179,0.5191025641025641
bollinger_bandwidth_96b,downside_breakdown_occurred,TREND_UP,8H,179,0.5122265122265123
bollinger_bandwidth_96b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.5089611419508326
bollinger_bandwidth_96b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.5531873000246124
bollinger_bandwidth_96b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.5844830384677813
bollinger_bandwidth_96b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.5416004239533652
bollinger_bandwidth_96b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.5094864659752087
bollinger_bandwidth_96b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5121910626612299
bollinger_bandwidth_96b,range_breached,HIGH_VOL,12H,163,0.7801801801801802
bollinger_bandwidth_96b,range_breached,HIGH_VOL,1H,163,0.6645569620253164
bollinger_bandwidth_96b,range_breached,HIGH_VOL,24H,163,0.7133333333333334
bollinger_bandwidth_96b,range_breached,HIGH_VOL,2H,163,0.6061571125265393
bollinger_bandwidth_96b,range_breached,HIGH_VOL,4H,163,0.5879120879120879
bollinger_bandwidth_96b,range_breached,HIGH_VOL,8H,163,0.5080419580419581
bollinger_bandwidth_96b,range_breached,LOW_VOL_RANGE,12H,1024,0.6637621916236374
bollinger_bandwidth_96b,range_breached,LOW_VOL_RANGE,1H,1024,0.5888441633122484
bollinger_bandwidth_96b,range_breached,LOW_VOL_RANGE,24H,1024,0.6806595365418895
bollinger_bandwidth_96b,range_breached,LOW_VOL_RANGE,2H,1024,0.6022267206477733
bollinger_bandwidth_96b,range_breached,LOW_VOL_RANGE,4H,1016,0.6315427993059572
bollinger_bandwidth_96b,range_breached,LOW_VOL_RANGE,8H,1016,0.6622686524002314
bollinger_bandwidth_96b,range_breached,NORMAL_RANGE,12H,2314,0.6320087677327804
bollinger_bandwidth_96b,range_breached,NORMAL_RANGE,1H,2314,0.5316097122302158
bollinger_bandwidth_96b,range_breached,NORMAL_RANGE,24H,2314,0.6398195521813281
bollinger_bandwidth_96b,range_breached,NORMAL_RANGE,2H,2314,0.6079102343754033
bollinger_bandwidth_96b,range_breached,NORMAL_RANGE,4H,2303,0.6471453381091936
bollinger_bandwidth_96b,range_breached,NORMAL_RANGE,8H,2303,0.6233316459967941
bollinger_bandwidth_96b,range_breached,TREND_DOWN,12H,190,0.6653377110694184
bollinger_bandwidth_96b,range_breached,TREND_DOWN,1H,190,0.5848350901054062
bollinger_bandwidth_96b,range_breached,TREND_DOWN,24H,190,0.6533634538152611
bollinger_bandwidth_96b,range_breached,TREND_DOWN,2H,190,0.5415256443634471
bollinger_bandwidth_96b,range_breached,TREND_DOWN,4H,189,0.540695016003658
bollinger_bandwidth_96b,range_breached,TREND_DOWN,8H,189,0.6156565656565657
bollinger_bandwidth_96b,range_breached,TREND_UP,12H,179,0.5085057471264367
bollinger_bandwidth_96b,range_breached,TREND_UP,1H,179,0.6390746934225195
bollinger_bandwidth_96b,range_breached,TREND_UP,24H,179,0.5193945127719962
bollinger_bandwidth_96b,range_breached,TREND_UP,2H,179,0.585752688172043
bollinger_bandwidth_96b,range_breached,TREND_UP,4H,179,0.5478160919540229
bollinger_bandwidth_96b,range_breached,TREND_UP,8H,179,0.5682261208576997
bollinger_bandwidth_96b,range_breached,VOLATILITY_EXPANSION,12H,324,0.6890422778257118
bollinger_bandwidth_96b,range_breached,VOLATILITY_EXPANSION,1H,324,0.8356261022927689
bollinger_bandwidth_96b,range_breached,VOLATILITY_EXPANSION,24H,324,0.7317725752508362
bollinger_bandwidth_96b,range_breached,VOLATILITY_EXPANSION,2H,324,0.7764758900405588
bollinger_bandwidth_96b,range_breached,VOLATILITY_EXPANSION,4H,319,0.77491961414791
bollinger_bandwidth_96b,range_breached,VOLATILITY_EXPANSION,8H,319,0.6357733175914995
bollinger_bandwidth_96b,path_inside_70,HIGH_VOL,12H,163,0.7801801801801802
bollinger_bandwidth_96b,path_inside_70,HIGH_VOL,1H,163,0.6645569620253164
bollinger_bandwidth_96b,path_inside_70,HIGH_VOL,24H,163,0.7133333333333334
bollinger_bandwidth_96b,path_inside_70,HIGH_VOL,2H,163,0.6061571125265393
bollinger_bandwidth_96b,path_inside_70,HIGH_VOL,4H,163,0.5879120879120879
bollinger_bandwidth_96b,path_inside_70,HIGH_VOL,8H,163,0.5080419580419581
bollinger_bandwidth_96b,path_inside_70,LOW_VOL_RANGE,12H,1024,0.6637621916236374
bollinger_bandwidth_96b,path_inside_70,LOW_VOL_RANGE,1H,1024,0.5888441633122484
bollinger_bandwidth_96b,path_inside_70,LOW_VOL_RANGE,24H,1024,0.6806595365418895
bollinger_bandwidth_96b,path_inside_70,LOW_VOL_RANGE,2H,1024,0.6022267206477733
bollinger_bandwidth_96b,path_inside_70,LOW_VOL_RANGE,4H,1016,0.6315427993059572
bollinger_bandwidth_96b,path_inside_70,LOW_VOL_RANGE,8H,1016,0.6622686524002314
bollinger_bandwidth_96b,path_inside_70,NORMAL_RANGE,12H,2314,0.6320087677327805
bollinger_bandwidth_96b,path_inside_70,NORMAL_RANGE,1H,2314,0.5316097122302158
bollinger_bandwidth_96b,path_inside_70,NORMAL_RANGE,24H,2314,0.639819552181328
bollinger_bandwidth_96b,path_inside_70,NORMAL_RANGE,2H,2314,0.6079102343754033
bollinger_bandwidth_96b,path_inside_70,NORMAL_RANGE,4H,2303,0.6471453381091935
bollinger_bandwidth_96b,path_inside_70,NORMAL_RANGE,8H,2303,0.623331645996794
bollinger_bandwidth_96b,path_inside_70,TREND_DOWN,12H,190,0.6653377110694184
bollinger_bandwidth_96b,path_inside_70,TREND_DOWN,1H,190,0.5848350901054064
bollinger_bandwidth_96b,path_inside_70,TREND_DOWN,24H,190,0.6533634538152611
bollinger_bandwidth_96b,path_inside_70,TREND_DOWN,2H,190,0.541525644363447
bollinger_bandwidth_96b,path_inside_70,TREND_DOWN,4H,189,0.540695016003658
bollinger_bandwidth_96b,path_inside_70,TREND_DOWN,8H,189,0.6156565656565657
bollinger_bandwidth_96b,path_inside_70,TREND_UP,12H,179,0.5085057471264368
bollinger_bandwidth_96b,path_inside_70,TREND_UP,1H,179,0.6390746934225195
bollinger_bandwidth_96b,path_inside_70,TREND_UP,24H,179,0.5193945127719962
bollinger_bandwidth_96b,path_inside_70,TREND_UP,2H,179,0.585752688172043
bollinger_bandwidth_96b,path_inside_70,TREND_UP,4H,179,0.547816091954023
bollinger_bandwidth_96b,path_inside_70,TREND_UP,8H,179,0.5682261208576999
bollinger_bandwidth_96b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.6890422778257118
bollinger_bandwidth_96b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.835626102292769
bollinger_bandwidth_96b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.7317725752508362
bollinger_bandwidth_96b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.7764758900405588
bollinger_bandwidth_96b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.77491961414791
bollinger_bandwidth_96b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.6357733175914995
bollinger_bandwidth_96b,trend_efficiency_high,HIGH_VOL,12H,163,0.790167865707434
bollinger_bandwidth_96b,trend_efficiency_high,HIGH_VOL,1H,163,0.6445221445221445
bollinger_bandwidth_96b,trend_efficiency_high,HIGH_VOL,24H,163,0.6800724637681159
bollinger_bandwidth_96b,trend_efficiency_high,HIGH_VOL,2H,163,0.6000911992704059
bollinger_bandwidth_96b,trend_efficiency_high,HIGH_VOL,4H,163,0.5257898130238556
bollinger_bandwidth_96b,trend_efficiency_high,HIGH_VOL,8H,163,0.6663011695906433
bollinger_bandwidth_96b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5131312888883556
bollinger_bandwidth_96b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5124331560424059
bollinger_bandwidth_96b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.5180733984372603
bollinger_bandwidth_96b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5254807867088378
bollinger_bandwidth_96b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5323600283486889
bollinger_bandwidth_96b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5470445495271279
bollinger_bandwidth_96b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5279637577491655
bollinger_bandwidth_96b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5388298570116752
bollinger_bandwidth_96b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5272031697033579
bollinger_bandwidth_96b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.5083072863291658
bollinger_bandwidth_96b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.502936809107408
bollinger_bandwidth_96b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5011777695988222
bollinger_bandwidth_96b,trend_efficiency_high,TREND_DOWN,12H,190,0.5228531855955678
bollinger_bandwidth_96b,trend_efficiency_high,TREND_DOWN,1H,190,0.5029761904761905
bollinger_bandwidth_96b,trend_efficiency_high,TREND_DOWN,24H,190,0.5703463203463204
bollinger_bandwidth_96b,trend_efficiency_high,TREND_DOWN,2H,190,0.5105421686746988
bollinger_bandwidth_96b,trend_efficiency_high,TREND_DOWN,4H,189,0.5883116883116883
bollinger_bandwidth_96b,trend_efficiency_high,TREND_DOWN,8H,189,0.5770975056689343
bollinger_bandwidth_96b,trend_efficiency_high,TREND_UP,12H,179,0.5504385964912281
bollinger_bandwidth_96b,trend_efficiency_high,TREND_UP,1H,179,0.6380090497737556
bollinger_bandwidth_96b,trend_efficiency_high,TREND_UP,24H,179,0.5706935123042506
bollinger_bandwidth_96b,trend_efficiency_high,TREND_UP,2H,179,0.5794701986754967
bollinger_bandwidth_96b,trend_efficiency_high,TREND_UP,4H,179,0.5375838926174497
bollinger_bandwidth_96b,trend_efficiency_high,TREND_UP,8H,179,0.5620748299319728
bollinger_bandwidth_96b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5318156108597285
bollinger_bandwidth_96b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5008303140096618
bollinger_bandwidth_96b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5344127062299926
bollinger_bandwidth_96b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.5091220850480109
bollinger_bandwidth_96b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5811631944444444
bollinger_bandwidth_96b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5248971485317067
rolling_high_dist_6b,upside_breakout_occurred,HIGH_VOL,12H,163,0.5176131187367142
rolling_high_dist_6b,upside_breakout_occurred,HIGH_VOL,1H,163,0.6797588005215124
rolling_high_dist_6b,upside_breakout_occurred,HIGH_VOL,24H,163,0.5256410256410257
rolling_high_dist_6b,upside_breakout_occurred,HIGH_VOL,2H,163,0.610806697108067
rolling_high_dist_6b,upside_breakout_occurred,HIGH_VOL,4H,163,0.5676612417118746
rolling_high_dist_6b,upside_breakout_occurred,HIGH_VOL,8H,163,0.5161582603443069
rolling_high_dist_6b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.5708254518705338
rolling_high_dist_6b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.527411670461253
rolling_high_dist_6b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.5615199459887869
rolling_high_dist_6b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5076269819472237
rolling_high_dist_6b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5068224531847927
rolling_high_dist_6b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.53298023498978
rolling_high_dist_6b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.5214123483717997
rolling_high_dist_6b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5415124514507654
rolling_high_dist_6b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.5480870317101568
rolling_high_dist_6b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.502009924717464
rolling_high_dist_6b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5030460417724734
rolling_high_dist_6b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.5228499818086267
rolling_high_dist_6b,upside_breakout_occurred,TREND_DOWN,12H,190,0.5545900178253119
rolling_high_dist_6b,upside_breakout_occurred,TREND_DOWN,1H,190,0.6074979039405917
rolling_high_dist_6b,upside_breakout_occurred,TREND_DOWN,24H,190,0.5409982174688057
rolling_high_dist_6b,upside_breakout_occurred,TREND_DOWN,2H,190,0.5066402609506058
rolling_high_dist_6b,upside_breakout_occurred,TREND_DOWN,4H,189,0.5181818181818182
rolling_high_dist_6b,upside_breakout_occurred,TREND_DOWN,8H,189,0.5232898289828983
rolling_high_dist_6b,upside_breakout_occurred,TREND_UP,12H,179,0.5484894643310485
rolling_high_dist_6b,upside_breakout_occurred,TREND_UP,1H,179,0.5580044955044955
rolling_high_dist_6b,upside_breakout_occurred,TREND_UP,24H,179,0.5952797202797203
rolling_high_dist_6b,upside_breakout_occurred,TREND_UP,2H,179,0.6052005012531328
rolling_high_dist_6b,upside_breakout_occurred,TREND_UP,4H,179,0.6516666666666666
rolling_high_dist_6b,upside_breakout_occurred,TREND_UP,8H,179,0.6007692307692307
rolling_high_dist_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.5928289204777693
rolling_high_dist_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.6345897494828775
rolling_high_dist_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.5780197102425876
rolling_high_dist_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.577411052916742
rolling_high_dist_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.5488584474885845
rolling_high_dist_6b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.5164658071748879
rolling_high_dist_6b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5441726129799525
rolling_high_dist_6b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.6028619528619529
rolling_high_dist_6b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.5429833503227999
rolling_high_dist_6b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.6032590051457976
rolling_high_dist_6b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.5252416756176155
rolling_high_dist_6b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.5766990291262136
rolling_high_dist_6b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5293282856492687
rolling_high_dist_6b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5713096854660542
rolling_high_dist_6b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5371940861071296
rolling_high_dist_6b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5610656543319082
rolling_high_dist_6b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5557137164524305
rolling_high_dist_6b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.5511520965189873
rolling_high_dist_6b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.5402028985507247
rolling_high_dist_6b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5617350101342709
rolling_high_dist_6b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.5653552328425736
rolling_high_dist_6b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5474704378808221
rolling_high_dist_6b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5311609588755943
rolling_high_dist_6b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.533529425819356
rolling_high_dist_6b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.5208333333333333
rolling_high_dist_6b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.5117045454545455
rolling_high_dist_6b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5581781914893618
rolling_high_dist_6b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5148185148185148
rolling_high_dist_6b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.527341999103541
rolling_high_dist_6b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.5013574660633484
rolling_high_dist_6b,downside_breakdown_occurred,TREND_UP,12H,179,0.5602944909875603
rolling_high_dist_6b,downside_breakdown_occurred,TREND_UP,1H,179,0.5920842217484008
rolling_high_dist_6b,downside_breakdown_occurred,TREND_UP,24H,179,0.5581468443550415
rolling_high_dist_6b,downside_breakdown_occurred,TREND_UP,2H,179,0.5535668951510536
rolling_high_dist_6b,downside_breakdown_occurred,TREND_UP,4H,179,0.5641025641025641
rolling_high_dist_6b,downside_breakdown_occurred,TREND_UP,8H,179,0.5616473616473616
rolling_high_dist_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.5732553528945281
rolling_high_dist_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.6777258183608171
rolling_high_dist_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.6132527187144944
rolling_high_dist_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.6405228758169934
rolling_high_dist_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.599776541023695
rolling_high_dist_6b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5420446034784056
rolling_high_dist_6b,range_breached,HIGH_VOL,12H,163,0.6175675675675676
rolling_high_dist_6b,range_breached,HIGH_VOL,1H,163,0.579746835443038
rolling_high_dist_6b,range_breached,HIGH_VOL,24H,163,0.6630769230769231
rolling_high_dist_6b,range_breached,HIGH_VOL,2H,163,0.5042462845010616
rolling_high_dist_6b,range_breached,HIGH_VOL,4H,163,0.706043956043956
rolling_high_dist_6b,range_breached,HIGH_VOL,8H,163,0.548951048951049
rolling_high_dist_6b,range_breached,LOW_VOL_RANGE,12H,1024,0.6280479059093517
rolling_high_dist_6b,range_breached,LOW_VOL_RANGE,1H,1024,0.5324625537391495
rolling_high_dist_6b,range_breached,LOW_VOL_RANGE,24H,1024,0.5605317884729649
rolling_high_dist_6b,range_breached,LOW_VOL_RANGE,2H,1024,0.5520411605937922
rolling_high_dist_6b,range_breached,LOW_VOL_RANGE,4H,1016,0.5920691150954309
rolling_high_dist_6b,range_breached,LOW_VOL_RANGE,8H,1016,0.6659196067090803
rolling_high_dist_6b,range_breached,NORMAL_RANGE,12H,2314,0.5633554571366646
rolling_high_dist_6b,range_breached,NORMAL_RANGE,1H,2314,0.5233313349320543
rolling_high_dist_6b,range_breached,NORMAL_RANGE,24H,2314,0.6022873839345204
rolling_high_dist_6b,range_breached,NORMAL_RANGE,2H,2314,0.6282303392533639
rolling_high_dist_6b,range_breached,NORMAL_RANGE,4H,2303,0.5723380006512536
rolling_high_dist_6b,range_breached,NORMAL_RANGE,8H,2303,0.6172192693832785
rolling_high_dist_6b,range_breached,TREND_DOWN,12H,190,0.5
rolling_high_dist_6b,range_breached,TREND_DOWN,1H,190,0.6001360081604896
rolling_high_dist_6b,range_breached,TREND_DOWN,24H,190,0.5215863453815262
rolling_high_dist_6b,range_breached,TREND_DOWN,2H,190,0.5516792501952617
rolling_high_dist_6b,range_breached,TREND_DOWN,4H,189,0.5784179240969365
rolling_high_dist_6b,range_breached,TREND_DOWN,8H,189,0.5156565656565657
rolling_high_dist_6b,range_breached,TREND_UP,12H,179,0.6333333333333333
rolling_high_dist_6b,range_breached,TREND_UP,1H,179,0.649386845039019
rolling_high_dist_6b,range_breached,TREND_UP,24H,179,0.6594134342478714
rolling_high_dist_6b,range_breached,TREND_UP,2H,179,0.6352150537634409
rolling_high_dist_6b,range_breached,TREND_UP,4H,179,0.6542528735632184
rolling_high_dist_6b,range_breached,TREND_UP,8H,179,0.6510721247563352
rolling_high_dist_6b,range_breached,VOLATILITY_EXPANSION,12H,324,0.6395168248490077
rolling_high_dist_6b,range_breached,VOLATILITY_EXPANSION,1H,324,0.6126984126984127
rolling_high_dist_6b,range_breached,VOLATILITY_EXPANSION,24H,324,0.6861538461538461
rolling_high_dist_6b,range_breached,VOLATILITY_EXPANSION,2H,324,0.6561514195583596
rolling_high_dist_6b,range_breached,VOLATILITY_EXPANSION,4H,319,0.6663987138263665
rolling_high_dist_6b,range_breached,VOLATILITY_EXPANSION,8H,319,0.5672963400236127
rolling_high_dist_6b,path_inside_70,HIGH_VOL,12H,163,0.6175675675675676
rolling_high_dist_6b,path_inside_70,HIGH_VOL,1H,163,0.579746835443038
rolling_high_dist_6b,path_inside_70,HIGH_VOL,24H,163,0.6630769230769231
rolling_high_dist_6b,path_inside_70,HIGH_VOL,2H,163,0.5042462845010616
rolling_high_dist_6b,path_inside_70,HIGH_VOL,4H,163,0.7060439560439561
rolling_high_dist_6b,path_inside_70,HIGH_VOL,8H,163,0.548951048951049
rolling_high_dist_6b,path_inside_70,LOW_VOL_RANGE,12H,1024,0.6280479059093517
rolling_high_dist_6b,path_inside_70,LOW_VOL_RANGE,1H,1024,0.5324625537391494
rolling_high_dist_6b,path_inside_70,LOW_VOL_RANGE,24H,1024,0.5605317884729649
rolling_high_dist_6b,path_inside_70,LOW_VOL_RANGE,2H,1024,0.5520411605937922
rolling_high_dist_6b,path_inside_70,LOW_VOL_RANGE,4H,1016,0.5920691150954309
rolling_high_dist_6b,path_inside_70,LOW_VOL_RANGE,8H,1016,0.6659196067090805
rolling_high_dist_6b,path_inside_70,NORMAL_RANGE,12H,2314,0.5633554571366646
rolling_high_dist_6b,path_inside_70,NORMAL_RANGE,1H,2314,0.5233313349320543
rolling_high_dist_6b,path_inside_70,NORMAL_RANGE,24H,2314,0.6022873839345204
rolling_high_dist_6b,path_inside_70,NORMAL_RANGE,2H,2314,0.6282303392533639
rolling_high_dist_6b,path_inside_70,NORMAL_RANGE,4H,2303,0.5723380006512537
rolling_high_dist_6b,path_inside_70,NORMAL_RANGE,8H,2303,0.6172192693832785
rolling_high_dist_6b,path_inside_70,TREND_DOWN,12H,190,0.5
rolling_high_dist_6b,path_inside_70,TREND_DOWN,1H,190,0.6001360081604896
rolling_high_dist_6b,path_inside_70,TREND_DOWN,24H,190,0.5215863453815262
rolling_high_dist_6b,path_inside_70,TREND_DOWN,2H,190,0.5516792501952617
rolling_high_dist_6b,path_inside_70,TREND_DOWN,4H,189,0.5784179240969365
rolling_high_dist_6b,path_inside_70,TREND_DOWN,8H,189,0.5156565656565657
rolling_high_dist_6b,path_inside_70,TREND_UP,12H,179,0.6333333333333333
rolling_high_dist_6b,path_inside_70,TREND_UP,1H,179,0.649386845039019
rolling_high_dist_6b,path_inside_70,TREND_UP,24H,179,0.6594134342478714
rolling_high_dist_6b,path_inside_70,TREND_UP,2H,179,0.6352150537634409
rolling_high_dist_6b,path_inside_70,TREND_UP,4H,179,0.6542528735632184
rolling_high_dist_6b,path_inside_70,TREND_UP,8H,179,0.6510721247563354
rolling_high_dist_6b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.6395168248490077
rolling_high_dist_6b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.6126984126984127
rolling_high_dist_6b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.6861538461538461
rolling_high_dist_6b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.6561514195583595
rolling_high_dist_6b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.6663987138263665
rolling_high_dist_6b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.5672963400236127
rolling_high_dist_6b,trend_efficiency_high,HIGH_VOL,12H,163,0.5428657074340527
rolling_high_dist_6b,trend_efficiency_high,HIGH_VOL,1H,163,0.5561771561771562
rolling_high_dist_6b,trend_efficiency_high,HIGH_VOL,24H,163,0.5153985507246377
rolling_high_dist_6b,trend_efficiency_high,HIGH_VOL,2H,163,0.5196078431372549
rolling_high_dist_6b,trend_efficiency_high,HIGH_VOL,4H,163,0.562862669245648
rolling_high_dist_6b,trend_efficiency_high,HIGH_VOL,8H,163,0.5635964912280702
rolling_high_dist_6b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5114512519275424
rolling_high_dist_6b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.554677097802696
rolling_high_dist_6b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.5040510928743731
rolling_high_dist_6b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5320536590686007
rolling_high_dist_6b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5195109851169384
rolling_high_dist_6b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5099396465903434
rolling_high_dist_6b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5077807582260372
rolling_high_dist_6b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5205354409899865
rolling_high_dist_6b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5326475681373287
rolling_high_dist_6b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.529197837671654
rolling_high_dist_6b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.5076910385440331
rolling_high_dist_6b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5170947926846293
rolling_high_dist_6b,trend_efficiency_high,TREND_DOWN,12H,190,0.5121191135734072
rolling_high_dist_6b,trend_efficiency_high,TREND_DOWN,1H,190,0.527056277056277
rolling_high_dist_6b,trend_efficiency_high,TREND_DOWN,24H,190,0.5028860028860029
rolling_high_dist_6b,trend_efficiency_high,TREND_DOWN,2H,190,0.5170682730923695
rolling_high_dist_6b,trend_efficiency_high,TREND_DOWN,4H,189,0.5055658627087198
rolling_high_dist_6b,trend_efficiency_high,TREND_DOWN,8H,189,0.5280612244897959
rolling_high_dist_6b,trend_efficiency_high,TREND_UP,12H,179,0.5400828460038987
rolling_high_dist_6b,trend_efficiency_high,TREND_UP,1H,179,0.5504022121669181
rolling_high_dist_6b,trend_efficiency_high,TREND_UP,24H,179,0.5253914988814318
rolling_high_dist_6b,trend_efficiency_high,TREND_UP,2H,179,0.5473036896877956
rolling_high_dist_6b,trend_efficiency_high,TREND_UP,4H,179,0.5600671140939597
