target,horizon,feature_set,model_family,raw_brier,selected_brier,calibration,raw_ece,selected_ece
range_continuation,4H,compact_deredundant,logistic,0.0331959566347364,0.03315162387423916,platt,0.016482260522055252,0.0029349793099443305
range_continuation,4H,compact_deredundant,tree_depth2,0.03259744343849317,0.03259744343849317,none,0.0031392455496607264,0.0031392455496607264
range_continuation,4H,compact_deredundant,boosted_stumps,0.03461081297284173,0.03456686199401952,platt,0.007619314720155035,0.00032723983483978064
range_continuation,8H,step11_individuals,logistic,0.04170445232121659,0.04170445232121659,none,0.0036810588756858342,0.0036810588756858342
range_continuation,8H,step11_individuals,tree_depth2,0.0427411713245696,0.0427411713245696,none,0.018367599274089944,0.018367599274089944
range_continuation,8H,step11_individuals,boosted_stumps,0.043617543003328194,0.043617543003328194,none,0.002814029098769655,0.002814029098769655
range_continuation,8H,step12_interactions,logistic,0.041102069799435,0.04102042413321078,platt,0.011583645286387043,0.0013101874677873063
range_continuation,8H,step12_interactions,tree_depth2,0.04095408098198021,0.040935151908341995,platt,0.002697543630081997,0.0009728756267229216
range_continuation,8H,step12_interactions,boosted_stumps,0.04390986283408675,0.043888397500326526,platt,0.00463311591768327,2.072067726639759e-05
range_continuation,8H,all_step13,logistic,0.041299564571736065,0.041299564571736065,none,0.0025174274935214455,0.0025174274935214455
range_continuation,8H,all_step13,tree_depth2,0.0427411713245696,0.0427411713245696,none,0.018367599274089944,0.018367599274089944
range_continuation,8H,all_step13,boosted_stumps,0.043617543003328194,0.043617543003328194,none,0.002814029098769655,0.002814029098769655
range_continuation,8H,compact_deredundant,logistic,0.04124794520368164,0.04124794520368164,none,0.0036492908593552123,0.0036492908593552123
range_continuation,8H,compact_deredundant,tree_depth2,0.041972297539264264,0.041972297539264264,none,0.013682830107335805,0.013682830107335805
range_continuation,8H,compact_deredundant,boosted_stumps,0.04357937980961419,0.04357937980961419,none,0.0029699399930638026,0.0029699399930638026
range_continuation,12H,step11_individuals,logistic,0.056628799490942135,0.05597689447490104,platt,0.020065057342732187,0.003397623714337078
range_continuation,12H,step11_individuals,tree_depth2,0.05905352500961779,0.056402787698487826,platt,0.042545496237658256,0.002843939930449812
range_continuation,12H,step11_individuals,boosted_stumps,0.05953940144368675,0.05918090240179465,platt,0.017393787061715515,0.0009040000860997682
range_continuation,12H,step12_interactions,logistic,0.05717128864394217,0.05712472252299453,platt,0.007489890757489633,0.0016176665745090855
range_continuation,12H,step12_interactions,tree_depth2,0.05768734615547162,0.05715030275566979,platt,0.023068828907626404,0.0007577687257976778
range_continuation,12H,step12_interactions,boosted_stumps,0.05978360841075796,0.05952857778816595,platt,0.015969682151589247,1.1199588398388971e-05
range_continuation,12H,all_step13,logistic,0.05659760780025073,0.055946202173103,platt,0.019867284421749943,0.0035698440884273323
range_continuation,12H,all_step13,tree_depth2,0.05905352500961779,0.056402787698487826,platt,0.042545496237658256,0.002843939930449812
range_continuation,12H,all_step13,boosted_stumps,0.05953940144368675,0.05918090240179465,platt,0.017393787061715515,0.0009040000860997682
range_continuation,12H,compact_deredundant,logistic,0.05673211509410329,0.056139548138198145,platt,0.018856850346849325,0.0032893300341256546
range_continuation,12H,compact_deredundant,tree_depth2,0.05905352500961779,0.056402787698487826,platt,0.042545496237658256,0.002843939930449812
range_continuation,12H,compact_deredundant,boosted_stumps,0.059557727683155544,0.0592015577364571,platt,0.0174374569336872,0.0008339861863578962
range_continuation,24H,step11_individuals,logistic,0.03788683991165343,0.03786747733434855,platt,0.004027806996595586,0.007053758339141868
range_continuation,24H,step11_individuals,tree_depth2,0.041725957068196005,0.041490922350226916,platt,0.024999161886871964,0.00777390317113444
