target,horizon,strategy_relevance,feature_set,model_family,calibration,split,n,positives,base_rate,brier,brier_skill_vs_train_base,log_loss,auc,pr_auc,ece,calibration_intercept,calibration_slope
range_continuation,8H,BOTH,step11_individuals,logistic,none,validation,826,38,0.04600484261501211,0.04170445232121659,0.050225857484531344,0.1696431291204733,0.7303633449104996,0.16660761000183422,0.0036810588756858342,0.009361183957432082,1.034895374615946
range_continuation,8H,BOTH,step11_individuals,tree_depth2,none,validation,826,38,0.04600484261501211,0.0427411713245696,0.026615694836785275,0.1813593803689661,0.6406291744589901,0.13171188176163967,0.018367599274089944,-0.026493679915693825,0.8397889783667474
range_continuation,8H,BOTH,step11_individuals,boosted_stumps,none,validation,826,38,0.04600484261501211,0.043617543003328194,0.006657270414692218,0.18391120426520752,0.5620825541009885,0.13592173733502072,0.002814029098769655,0.0018312362597273806,1.0277107615926067
range_continuation,8H,BOTH,step12_interactions,logistic,platt,validation,826,38,0.04600484261501211,0.04102042413321078,0.06580386533644389,0.16627254131331154,0.6862810579748865,0.22272637398888845,0.0013101874677873063,0.018082839649168344,1.0078709741204712
range_continuation,8H,BOTH,step12_interactions,tree_depth2,platt,validation,826,38,0.04600484261501211,0.040935151908341995,0.0677458487398308,0.16366888476316618,0.6550227090569062,0.1671490994283941,0.0009728756267229216,0.011689715242825773,1.0037577214637727
range_continuation,8H,BOTH,step12_interactions,boosted_stumps,platt,validation,826,38,0.04600484261501211,0.043888397500326526,0.000488849938824254,0.1865793197213221,0.4282994923857868,0.07027577410574361,2.072067726639759e-05,,
range_continuation,8H,BOTH,all_step13,logistic,none,validation,826,38,0.04600484261501211,0.041299564571736065,0.059446741435146055,0.16610981530961685,0.7542746460058777,0.17022327742528762,0.0025174274935214455,0.013756113563864284,1.0441288712651897
range_continuation,8H,BOTH,all_step13,tree_depth2,none,validation,826,38,0.04600484261501211,0.0427411713245696,0.026615694836785275,0.1813593803689661,0.6406291744589901,0.13171188176163967,0.018367599274089944,-0.026493679915693825,0.8397889783667474
range_continuation,8H,BOTH,all_step13,boosted_stumps,none,validation,826,38,0.04600484261501211,0.043617543003328194,0.006657270414692218,0.18391120426520752,0.5620825541009885,0.13592173733502072,0.002814029098769655,0.0018312362597273806,1.0277107615926067
range_continuation,8H,BOTH,compact_deredundant,logistic,none,validation,826,38,0.04600484261501211,0.04124794520368164,0.060622317142350335,0.1663443409723195,0.752437884050227,0.17248781874812416,0.0036492908593552123,0.01098977129880425,1.0528475972313471
range_continuation,8H,BOTH,compact_deredundant,tree_depth2,none,validation,826,38,0.04600484261501211,0.041972297539264264,0.044125970107070756,0.17893468282032632,0.6507146673791077,0.14603661731680162,0.013682830107335805,-0.023266137798065998,0.8482695968387212
range_continuation,8H,BOTH,compact_deredundant,boosted_stumps,none,validation,826,38,0.04600484261501211,0.04357937980961419,0.007526396193066942,0.1835322350549549,0.5877972214800962,0.1726868826603952,0.0029699399930638026,0.0026475887791655448,1.0300447740428245
range_continuation,12H,BOTH,step11_individuals,logistic,platt,validation,818,52,0.06356968215158924,0.05597689447490104,0.06367487739619115,0.21482420336406877,0.7493723639284997,0.21185348834736029,0.003397623714337078,0.041530488405505786,1.0150650456632553
range_continuation,12H,BOTH,step11_individuals,tree_depth2,platt,validation,818,52,0.06356968215158924,0.056402787698487826,0.05655096442224383,0.2153812774381154,0.7036804579232777,0.15863235258369088,0.002843939930449812,0.01855491338002951,1.0064897914569157
range_continuation,12H,BOTH,step11_individuals,boosted_stumps,platt,validation,818,52,0.06356968215158924,0.05918090240179465,0.010081459199021148,0.23388609192733642,0.6578881301466157,0.16252527517686483,0.0009040000860997682,0.011098522903384003,1.0039827672023744
range_continuation,12H,BOTH,step12_interactions,logistic,platt,validation,818,52,0.06356968215158924,0.05712472252299453,0.04447516565903642,0.22244843551362026,0.6684324161478209,0.142487191079608,0.0016176665745090855,-0.0030173519226267776,0.998751095355229
